r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
9.25,9.619e-01,2.067e+00,1.5e-01,4.613e+00,1.2e-01,5.080e+01,8.6e-02,8.286e-04,3.4e-05
9.75,9.445e-01,1.825e+00,1.9e-01,3.896e+00,1.2e-01,4.284e+01,8.5e-02,5.394e-04,3.3e-05
10.25,9.274e-01,7.938e-01,1.9e-01,3.437e+00,1.1e-01,3.623e+01,8.4e-02,4.062e-04,3.0e-05
10.75,9.106e-01,0.000e+00,2.4e-01,3.148e+00,1.1e-01,3.061e+01,8.2e-02,3.278e-04,2.9e-05
11.25,8.941e-01,0.000e+00,3.6e-01,2.990e+00,1.1e-01,2.711e+01,8.3e-02,3.103e-04,2.9e-05
11.75,8.779e-01,0.000e+00,5.5e-01,2.537e+00,9.8e-02,2.397e+01,8.2e-02,2.683e-04,2.7e-05
12.25,8.620e-01,0.000e+00,1.6e+00,2.076e+00,9.0e-02,2.061e+01,8.1e-02,2.153e-04,2.7e-05
12.75,8.464e-01,nan,nan,1.867e+00,8.3e-02,1.752e+01,8.0e-02,1.995e-04,2.6e-05
13.25,8.310e-01,nan,nan,1.540e+00,7.4e-02,1.521e+01,8.0e-02,1.988e-04,2.6e-05
13.75,8.160e-01,nan,nan,1.146e+00,6.8e-02,1.295e+01,8.0e-02,1.665e-04,2.5e-05
14.25,8.012e-01,nan,nan,9.092e-01,6.2e-02,1.148e+01,8.0e-02,1.338e-04,2.5e-05
14.75,7.867e-01,nan,nan,6.410e-01,5.4e-02,9.979e+00,7.8e-02,1.580e-04,2.5e-05
15.25,7.725e-01,nan,nan,5.913e-01,4.7e-02,7.989e+00,7.2e-02,2.031e-04,2.4e-05
15.75,7.585e-01,nan,nan,5.890e-01,4.2e-02,7.718e+00,7.5e-02,1.379e-04,2.4e-05
16.25,7.447e-01,nan,nan,5.179e-01,3.9e-02,6.619e+00,7.4e-02,9.536e-05,2.4e-05
16.75,7.312e-01,nan,nan,3.973e-01,3.6e-02,4.033e+00,5.1e-02,0.000e+00,2.5e-05
17.25,7.180e-01,nan,nan,3.108e-01,3.3e-02,5.088e+00,7.2e-02,9.166e-05,2.4e-05
17.75,7.050e-01,nan,nan,2.357e-01,3.0e-02,4.582e+00,7.1e-02,9.664e-05,2.4e-05
18.25,6.922e-01,nan,nan,1.842e-01,2.6e-02,3.913e+00,6.9e-02,9.468e-05,2.4e-05
18.75,6.797e-01,nan,nan,1.665e-01,2.4e-02,3.639e+00,7.0e-02,8.325e-05,2.3e-05
19.25,6.674e-01,nan,nan,1.374e-01,2.3e-02,2.252e+00,4.9e-02,0.000e+00,2.3e-05
19.75,6.553e-01,nan,nan,1.419e-01,2.2e-02,2.077e+00,4.8e-02,0.000e+00,2.2e-05
20.25,6.434e-01,nan,nan,9.933e-02,2.1e-02,1.903e+00,4.8e-02,0.000e+00,2.3e-05
20.75,6.317e-01,nan,nan,7.270e-02,2.0e-02,1.717e+00,4.7e-02,0.000e+00,2.2e-05
21.25,6.203e-01,nan,nan,0.000e+00,1.9e-02,1.543e+00,4.6e-02,0.000e+00,2.2e-05
21.75,6.091e-01,nan,nan,0.000e+00,1.9e-02,1.483e+00,4.6e-02,0.000e+00,2.2e-05
22.25,5.980e-01,nan,nan,0.000e+00,1.8e-02,1.348e+00,4.6e-02,0.000e+00,2.3e-05
22.75,5.872e-01,nan,nan,0.000e+00,1.8e-02,1.312e+00,4.5e-02,0.000e+00,2.3e-05
23.25,5.766e-01,nan,nan,0.000e+00,1.8e-02,1.156e+00,4.5e-02,0.000e+00,2.3e-05
23.75,5.661e-01,nan,nan,0.000e+00,1.8e-02,1.049e+00,4.4e-02,0.000e+00,2.2e-05
24.25,5.559e-01,nan,nan,0.000e+00,1.8e-02,9.994e-01,4.3e-02,0.000e+00,2.1e-05
24.75,5.458e-01,nan,nan,0.000e+00,1.7e-02,8.809e-01,4.3e-02,0.000e+00,2.1e-05
25.25,5.359e-01,nan,nan,0.000e+00,1.7e-02,8.520e-01,4.3e-02,0.000e+00,2.0e-05
