r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.267e+00,6.347e+01,5.2e-01,nan,nan,2.393e+03,6.3e-01,1.204e-02,2.2e-05
0.75,1.226e+00,8.274e+01,3.1e-01,nan,nan,1.481e+03,3.7e-01,1.241e-02,2.3e-05
1.25,1.187e+00,8.707e+01,2.4e-01,nan,nan,1.042e+03,2.8e-01,1.050e-02,2.5e-05
1.75,1.148e+00,5.363e+01,1.9e-01,nan,nan,5.894e+02,2.4e-01,8.811e-03,2.5e-05
2.25,1.111e+00,3.565e+01,1.6e-01,nan,nan,3.423e+02,2.1e-01,6.396e-03,2.7e-05
2.75,1.075e+00,2.167e+01,1.4e-01,nan,nan,2.086e+02,1.9e-01,3.742e-03,2.1e-05
3.25,1.041e+00,1.085e+01,1.3e-01,nan,nan,1.320e+02,1.8e-01,2.832e-03,2.4e-05
3.75,1.007e+00,5.026e+00,1.2e-01,nan,nan,8.977e+01,1.6e-01,1.508e-03,1.8e-05
4.25,9.746e-01,2.044e+00,1.1e-01,nan,nan,6.637e+01,1.5e-01,8.847e-04,1.7e-05
4.75,9.431e-01,8.556e-01,9.5e-02,nan,nan,5.074e+01,1.5e-01,4.994e-04,1.8e-05
5.25,9.126e-01,4.333e-01,8.3e-02,nan,nan,4.145e+01,1.4e-01,2.795e-04,1.4e-05
5.75,8.831e-01,5.109e-01,7.4e-02,nan,nan,3.426e+01,1.4e-01,1.785e-04,1.4e-05
6.25,8.546e-01,0.000e+00,6.5e-02,nan,nan,2.830e+01,1.3e-01,1.341e-04,1.4e-05
6.75,8.270e-01,0.000e+00,6.8e-02,nan,nan,2.339e+01,1.3e-01,9.229e-05,1.2e-05
7.25,8.003e-01,0.000e+00,7.6e-02,nan,nan,1.920e+01,1.2e-01,7.290e-05,1.2e-05
7.75,7.745e-01,0.000e+00,8.7e-02,nan,nan,1.622e+01,1.1e-01,6.113e-05,1.3e-05
8.25,7.494e-01,0.000e+00,1.0e-01,nan,nan,1.438e+01,1.1e-01,5.018e-05,1.1e-05
8.75,7.252e-01,0.000e+00,1.3e-01,nan,nan,1.215e+01,1.1e-01,4.387e-05,1.1e-05
9.25,7.018e-01,0.000e+00,1.6e-01,nan,nan,7.186e+00,7.5e-02,0.000e+00,1.2e-05
9.75,6.792e-01,0.000e+00,2.1e-01,nan,nan,9.065e+00,1.0e-01,4.113e-05,1.1e-05
10.25,6.572e-01,0.000e+00,3.3e-01,nan,nan,5.790e+00,7.0e-02,0.000e+00,1.1e-05
10.75,6.360e-01,0.000e+00,4.8e-01,nan,nan,4.905e+00,6.8e-02,0.000e+00,1.0e-05
11.25,6.155e-01,0.000e+00,1.0e+00,nan,nan,4.302e+00,6.8e-02,0.000e+00,1.0e-05
11.75,5.956e-01,nan,nan,nan,nan,3.956e+00,6.7e-02,0.000e+00,1.1e-05
12.25,5.763e-01,nan,nan,nan,nan,3.468e+00,6.6e-02,0.000e+00,1.0e-05
12.75,5.577e-01,nan,nan,nan,nan,3.205e+00,6.5e-02,0.000e+00,1.0e-05
13.25,5.397e-01,nan,nan,nan,nan,2.892e+00,6.5e-02,0.000e+00,1.1e-05
13.75,5.223e-01,nan,nan,nan,nan,2.558e+00,6.4e-02,0.000e+00,9.9e-06
14.25,5.054e-01,nan,nan,nan,nan,2.324e+00,6.3e-02,0.000e+00,1.1e-05
