r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.272e+00,2.452e+01,4.0e-01,4.221e+00,4.4e-01,1.553e+03,6.0e-01,1.106e-02,1.7e-04
0.75,1.242e+00,2.497e+01,2.3e-01,5.272e+00,2.7e-01,6.769e+02,3.5e-01,8.772e-03,1.1e-04
1.25,1.213e+00,1.409e+01,1.6e-01,5.614e+00,2.3e-01,3.652e+02,2.6e-01,5.451e-03,8.4e-05
1.75,1.185e+00,1.361e+01,1.4e-01,6.172e+00,2.3e-01,2.554e+02,2.1e-01,5.328e-03,7.7e-05
2.25,1.157e+00,1.655e+01,1.2e-01,7.676e+00,2.3e-01,1.902e+02,1.6e-01,6.499e-03,7.6e-05
2.75,1.130e+00,1.257e+01,1.2e-01,8.631e+00,2.2e-01,1.458e+02,1.3e-01,6.773e-03,7.0e-05
3.25,1.104e+00,1.465e+01,1.2e-01,9.182e+00,2.1e-01,1.066e+02,1.0e-01,8.605e-03,7.0e-05
3.75,1.078e+00,1.552e+01,1.2e-01,1.035e+01,2.0e-01,8.842e+01,9.3e-02,7.729e-03,6.5e-05
4.25,1.053e+00,1.465e+01,1.2e-01,1.132e+01,1.9e-01,7.499e+01,8.9e-02,7.014e-03,6.4e-05
4.75,1.028e+00,1.285e+01,1.4e-01,1.179e+01,1.7e-01,6.551e+01,8.2e-02,6.455e-03,6.3e-05
5.25,1.004e+00,1.051e+01,1.4e-01,1.207e+01,1.7e-01,5.352e+01,7.6e-02,5.448e-03,5.9e-05
5.75,9.810e-01,9.913e+00,1.4e-01,1.224e+01,1.7e-01,4.169e+01,6.5e-02,5.601e-03,5.6e-05
6.25,9.581e-01,6.286e+00,1.6e-01,1.161e+01,1.8e-01,3.361e+01,5.9e-02,5.390e-03,5.7e-05
6.75,9.358e-01,4.411e+00,2.3e-01,1.144e+01,1.8e-01,3.041e+01,6.4e-02,3.579e-03,5.6e-05
7.25,9.140e-01,3.795e+00,3.2e-01,1.217e+01,1.8e-01,2.556e+01,5.9e-02,3.320e-03,5.4e-05
7.75,8.927e-01,3.535e+00,6.3e-01,1.245e+01,1.8e-01,2.113e+01,5.1e-02,3.573e-03,5.6e-05
8.25,8.719e-01,nan,nan,1.249e+01,1.9e-01,1.614e+01,5.2e-02,2.645e-03,5.2e-05
8.75,8.515e-01,nan,nan,1.274e+01,1.9e-01,1.442e+01,5.4e-02,2.048e-03,5.1e-05
9.25,8.317e-01,nan,nan,1.302e+01,1.9e-01,1.315e+01,5.3e-02,1.694e-03,5.0e-05
9.75,8.123e-01,nan,nan,1.329e+01,1.8e-01,1.182e+01,4.8e-02,1.843e-03,4.9e-05
10.25,7.934e-01,nan,nan,1.275e+01,1.8e-01,9.921e+00,4.6e-02,1.483e-03,4.8e-05
10.75,7.749e-01,nan,nan,1.158e+01,1.7e-01,8.501e+00,5.0e-02,1.065e-03,4.8e-05
11.25,7.568e-01,nan,nan,1.081e+01,1.6e-01,7.222e+00,4.7e-02,9.835e-04,4.6e-05
11.75,7.392e-01,nan,nan,1.052e+01,1.5e-01,7.218e+00,5.3e-02,6.363e-04,4.4e-05
12.25,7.219e-01,nan,nan,1.059e+01,1.4e-01,6.386e+00,5.1e-02,6.036e-04,4.4e-05
12.75,7.051e-01,nan,nan,1.030e+01,1.4e-01,5.218e+00,4.7e-02,5.832e-04,4.4e-05
13.25,6.887e-01,nan,nan,9.456e+00,1.4e-01,6.022e+00,5.9e-02,0.000e+00,4.3e-05
13.75,6.726e-01,nan,nan,8.387e+00,1.3e-01,4.568e+00,5.7e-02,0.000e+00,3.9e-05
14.25,6.569e-01,nan,nan,7.654e+00,1.3e-01,3.994e+00,5.6e-02,0.000e+00,4.0e-05
14.75,6.416e-01,nan,nan,7.133e+00,1.3e-01,3.170e+00,5.6e-02,0.000e+00,3.9e-05
15.25,6.266e-01,nan,nan,6.796e+00,1.3e-01,2.756e+00,5.6e-02,0.000e+00,3.8e-05
15.75,6.120e-01,nan,nan,6.672e+00,1.2e-01,2.654e+00,5.7e-02,0.000e+00,3.7e-05
16.25,5.978e-01,nan,nan,7.056e+00,1.1e-01,2.313e+00,5.6e-02,0.000e+00,3.4e-05
16.75,5.838e-01,nan,nan,7.078e+00,1.1e-01,1.982e+00,5.5e-02,0.000e+00,3.6e-05
17.25,5.702e-01,nan,nan,7.038e+00,1.0e-01,1.770e+00,5.3e-02,0.000e+00,3.8e-05
17.75,5.569e-01,nan,nan,6.707e+00,9.7e-02,1.659e+00,5.2e-02,0.000e+00,3.7e-05
18.25,5.439e-01,nan,nan,6.111e+00,9.3e-02,1.488e+00,5.2e-02,0.000e+00,3.4e-05
18.75,5.313e-01,nan,nan,5.346e+00,8.7e-02,1.356e+00,5.3e-02,0.000e+00,3.4e-05
19.25,5.189e-01,nan,nan,4.618e+00,8.3e-02,1.235e+00,5.6e-02,0.000e+00,3.2e-05
19.75,5.068e-01,nan,nan,4.113e+00,7.8e-02,1.125e+00,5.9e-02,0.000e+00,3.1e-05
20.25,4.950e-01,nan,nan,3.660e+00,7.1e-02,1.037e+00,6.0e-02,0.000e+00,2.9e-05
20.75,4.834e-01,nan,nan,3.394e+00,6.7e-02,9.238e-01,6.2e-02,0.000e+00,2.8e-05
21.25,4.722e-01,nan,nan,3.402e+00,6.8e-02,9.465e-01,6.4e-02,0.000e+00,2.7e-05
