r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.124e+00,9.265e+00,6.1e-01,nan,nan,2.358e+02,6.1e-01,nan,nan
0.75,1.093e+00,5.254e+00,3.3e-01,nan,nan,1.619e+02,3.8e-01,nan,nan
1.25,1.062e+00,6.172e+00,2.4e-01,nan,nan,1.142e+02,2.9e-01,nan,nan
1.75,1.033e+00,6.702e+00,1.9e-01,nan,nan,9.218e+01,2.5e-01,nan,nan
2.25,1.004e+00,2.482e+00,1.4e-01,nan,nan,6.714e+01,2.2e-01,nan,nan
2.75,9.758e-01,9.547e-01,1.0e-01,nan,nan,6.352e+01,2.2e-01,nan,nan
3.25,9.486e-01,4.281e-01,1.0e-01,nan,nan,4.961e+01,2.1e-01,nan,nan
3.75,9.221e-01,6.227e-01,1.2e-01,nan,nan,3.849e+01,1.8e-01,nan,nan
4.25,8.964e-01,9.415e-01,1.5e-01,nan,nan,2.698e+01,1.4e-01,nan,nan
4.75,8.714e-01,1.624e+00,1.6e-01,nan,nan,2.389e+01,1.2e-01,nan,nan
5.25,8.471e-01,1.141e+00,1.9e-01,nan,nan,1.855e+01,1.1e-01,nan,nan
5.75,8.235e-01,0.000e+00,2.4e-01,nan,nan,1.269e+01,9.3e-02,nan,nan
6.25,8.006e-01,0.000e+00,2.7e-01,nan,nan,1.136e+01,8.6e-02,nan,nan
6.75,7.783e-01,0.000e+00,2.7e-01,nan,nan,9.019e+00,8.3e-02,nan,nan
7.25,7.566e-01,0.000e+00,3.0e-01,nan,nan,7.456e+00,7.9e-02,nan,nan
7.75,7.355e-01,0.000e+00,3.6e-01,nan,nan,5.491e+00,8.1e-02,nan,nan
8.25,7.150e-01,0.000e+00,5.0e-01,nan,nan,5.547e+00,7.9e-02,nan,nan
8.75,6.951e-01,0.000e+00,6.9e-01,nan,nan,3.417e+00,8.3e-02,nan,nan
9.25,6.757e-01,0.000e+00,9.4e-01,nan,nan,3.430e+00,8.2e-02,nan,nan
9.75,6.568e-01,0.000e+00,1.5e+00,nan,nan,3.024e+00,7.8e-02,nan,nan
10.25,6.385e-01,0.000e+00,nan,nan,nan,2.656e+00,1.3e-01,nan,nan
10.75,6.207e-01,nan,nan,nan,nan,1.395e+00,1.2e-01,nan,nan
11.25,6.034e-01,nan,nan,nan,nan,1.148e+00,1.3e-01,nan,nan
11.75,5.866e-01,nan,nan,nan,nan,1.125e+00,1.2e-01,nan,nan
12.25,5.703e-01,nan,nan,nan,nan,1.203e+00,1.2e-01,nan,nan
12.75,5.544e-01,nan,nan,nan,nan,7.755e-01,1.2e-01,nan,nan
13.25,5.389e-01,nan,nan,nan,nan,4.434e-01,1.2e-01,nan,nan
13.75,5.239e-01,nan,nan,nan,nan,0.000e+00,1.2e-01,nan,nan
14.25,5.093e-01,nan,nan,nan,nan,6.096e-01,1.1e-01,nan,nan
14.75,4.951e-01,nan,nan,nan,nan,0.000e+00,1.1e-01,nan,nan
15.25,4.813e-01,nan,nan,nan,nan,0.000e+00,1.1e-01,nan,nan
15.75,4.679e-01,nan,nan,nan,nan,0.000e+00,1.0e-01,nan,nan
16.25,4.548e-01,nan,nan,nan,nan,0.000e+00,9.6e-02,nan,nan
