r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.315e+00,3.397e+02,1.1e+00,3.579e+00,4.0e-01,3.975e+03,1.1e+00,1.705e-02,1.1e-04
0.75,1.290e+00,6.119e+01,6.4e-01,3.458e+00,4.1e-01,7.755e+02,6.2e-01,8.873e-03,1.0e-04
1.25,1.266e+00,1.376e+01,4.5e-01,3.254e+00,4.1e-01,3.441e+02,4.8e-01,2.921e-03,7.3e-05
1.75,1.243e+00,3.592e+00,2.8e-01,2.973e+00,4.1e-01,2.390e+02,4.1e-01,9.631e-04,6.5e-05
2.25,1.220e+00,1.341e+00,1.4e-01,2.641e+00,4.0e-01,1.831e+02,3.6e-01,6.017e-04,6.2e-05
2.75,1.197e+00,9.779e-01,1.0e-01,2.346e+00,3.6e-01,1.447e+02,3.2e-01,6.118e-04,6.2e-05
3.25,1.175e+00,1.629e+00,1.1e-01,2.216e+00,3.3e-01,1.172e+02,3.0e-01,6.134e-04,6.2e-05
3.75,1.153e+00,1.618e+00,1.1e-01,2.283e+00,3.0e-01,9.879e+01,2.8e-01,6.487e-04,5.9e-05
4.25,1.132e+00,2.359e+00,1.1e-01,2.549e+00,2.9e-01,9.084e+01,2.6e-01,6.785e-04,5.5e-05
4.75,1.111e+00,3.898e+00,1.1e-01,2.927e+00,2.6e-01,8.919e+01,2.5e-01,8.856e-04,5.7e-05
5.25,1.091e+00,3.118e+00,1.2e-01,3.446e+00,2.5e-01,9.227e+01,2.4e-01,1.102e-03,5.8e-05
5.75,1.070e+00,3.339e+00,1.2e-01,4.008e+00,2.3e-01,9.560e+01,2.3e-01,1.401e-03,5.6e-05
6.25,1.051e+00,5.562e+00,1.3e-01,4.468e+00,2.2e-01,9.468e+01,2.0e-01,2.111e-03,5.9e-05
6.75,1.031e+00,8.653e+00,1.4e-01,4.838e+00,2.0e-01,9.187e+01,1.8e-01,2.789e-03,6.2e-05
7.25,1.012e+00,8.196e+00,1.3e-01,5.085e+00,1.9e-01,8.065e+01,1.6e-01,3.282e-03,5.8e-05
7.75,9.934e-01,5.435e+00,1.2e-01,5.205e+00,1.9e-01,6.788e+01,1.5e-01,3.501e-03,6.2e-05
8.25,9.750e-01,5.170e+00,1.1e-01,5.163e+00,1.8e-01,5.635e+01,1.3e-01,3.535e-03,6.5e-05
8.75,9.569e-01,2.733e+00,1.0e-01,5.047e+00,1.7e-01,4.334e+01,1.4e-01,2.232e-03,6.1e-05
9.25,9.392e-01,1.873e+00,1.0e-01,4.935e+00,1.6e-01,3.659e+01,1.5e-01,1.249e-03,5.1e-05
