r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
9.75,9.219e-01,1.778e+00,1.2e-01,4.684e+00,1.5e-01,3.210e+01,1.6e-01,9.041e-04,4.9e-05
10.25,9.048e-01,2.069e+00,1.3e-01,4.358e+00,1.5e-01,2.936e+01,1.6e-01,7.358e-04,4.8e-05
10.75,8.881e-01,2.082e+00,1.4e-01,4.149e+00,1.4e-01,2.649e+01,1.6e-01,5.669e-04,4.7e-05
11.25,8.716e-01,2.041e+00,1.7e-01,3.902e+00,1.4e-01,2.191e+01,1.6e-01,4.334e-04,4.5e-05
11.75,8.555e-01,1.028e+00,1.9e-01,3.694e+00,1.3e-01,1.992e+01,1.6e-01,3.829e-04,4.6e-05
12.25,8.397e-01,1.107e+00,2.4e-01,3.569e+00,1.3e-01,1.845e+01,1.5e-01,3.946e-04,4.6e-05
12.75,8.241e-01,0.000e+00,2.9e-01,3.569e+00,1.2e-01,1.626e+01,1.4e-01,4.394e-04,4.7e-05
13.25,8.089e-01,0.000e+00,3.6e-01,3.472e+00,1.2e-01,1.424e+01,1.3e-01,4.365e-04,4.6e-05
13.75,7.939e-01,0.000e+00,5.0e-01,3.490e+00,1.2e-01,1.451e+01,1.3e-01,4.692e-04,4.6e-05
14.25,7.792e-01,0.000e+00,8.0e-01,3.397e+00,1.1e-01,1.396e+01,1.3e-01,4.526e-04,4.7e-05
14.75,7.648e-01,0.000e+00,1.3e+00,3.267e+00,1.1e-01,9.652e+00,1.0e-01,0.000e+00,4.4e-05
15.25,7.506e-01,0.000e+00,2.3e+00,3.082e+00,1.1e-01,8.545e+00,9.9e-02,0.000e+00,4.1e-05
15.75,7.367e-01,nan,nan,3.008e+00,1.1e-01,8.098e+00,9.8e-02,0.000e+00,4.0e-05
16.25,7.231e-01,nan,nan,2.835e+00,1.0e-01,6.732e+00,9.6e-02,0.000e+00,3.8e-05
16.75,7.097e-01,nan,nan,2.709e+00,1.0e-01,5.970e+00,9.5e-02,0.000e+00,3.7e-05
17.25,6.966e-01,nan,nan,2.612e+00,1.0e-01,5.162e+00,9.5e-02,0.000e+00,3.7e-05
17.75,6.837e-01,nan,nan,2.435e+00,9.7e-02,4.558e+00,9.8e-02,0.000e+00,3.6e-05
18.25,6.711e-01,nan,nan,2.264e+00,9.7e-02,3.765e+00,9.6e-02,0.000e+00,3.6e-05
18.75,6.586e-01,nan,nan,2.023e+00,9.3e-02,3.193e+00,9.6e-02,0.000e+00,3.6e-05
19.25,6.464e-01,nan,nan,1.811e+00,9.1e-02,2.743e+00,9.8e-02,0.000e+00,3.4e-05
19.75,6.345e-01,nan,nan,1.583e+00,8.9e-02,2.202e+00,9.8e-02,0.000e+00,3.1e-05
20.25,6.227e-01,nan,nan,1.368e+00,8.8e-02,1.957e+00,9.6e-02,0.000e+00,3.1e-05
20.75,6.112e-01,nan,nan,1.199e+00,8.4e-02,2.029e+00,9.7e-02,0.000e+00,2.9e-05
21.25,5.999e-01,nan,nan,1.056e+00,8.3e-02,1.444e+00,1.0e-01,0.000e+00,2.9e-05
21.75,5.888e-01,nan,nan,8.968e-01,7.8e-02,1.276e+00,1.1e-01,0.000e+00,2.9e-05
22.25,5.779e-01,nan,nan,7.668e-01,7.4e-02,1.021e+00,1.1e-01,0.000e+00,2.7e-05
22.75,5.672e-01,nan,nan,6.642e-01,6.9e-02,9.019e-01,1.1e-01,0.000e+00,3.1e-05
23.25,5.567e-01,nan,nan,5.760e-01,6.5e-02,1.063e+00,1.0e-01,0.000e+00,2.8e-05
23.75,5.464e-01,nan,nan,4.950e-01,6.2e-02,9.418e-01,1.0e-01,0.000e+00,2.6e-05
24.25,5.363e-01,nan,nan,4.262e-01,6.0e-02,9.581e-01,1.0e-01,0.000e+00,2.6e-05
24.75,5.264e-01,nan,nan,3.531e-01,5.6e-02,8.530e-01,1.0e-01,0.000e+00,2.7e-05
