r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.079e+00,5.174e+01,8.5e-01,3.081e-01,4.1e-02,8.491e+02,5.4e-01,nan,nan
0.75,1.043e+00,2.474e+01,4.6e-01,3.340e-01,2.9e-02,2.626e+02,2.6e-01,nan,nan
1.25,1.008e+00,1.906e+01,3.1e-01,3.944e-01,2.2e-02,1.295e+02,1.8e-01,nan,nan
1.75,9.745e-01,1.622e+01,2.5e-01,4.619e-01,1.8e-02,9.606e+01,1.4e-01,nan,nan
2.25,9.420e-01,1.294e+01,2.1e-01,4.904e-01,1.5e-02,7.241e+01,1.2e-01,nan,nan
2.75,9.106e-01,4.530e+00,1.7e-01,4.616e-01,1.4e-02,4.137e+01,1.1e-01,nan,nan
3.25,8.803e-01,1.976e+00,1.8e-01,3.949e-01,1.2e-02,2.004e+01,1.1e-01,nan,nan
3.75,8.509e-01,7.993e-01,2.5e-01,3.368e-01,1.0e-02,1.109e+01,1.1e-01,nan,nan
4.25,8.225e-01,0.000e+00,4.1e-01,3.201e-01,9.3e-03,6.294e+00,8.7e-02,nan,nan
4.75,7.951e-01,0.000e+00,9.1e-01,3.252e-01,8.5e-03,5.691e+00,1.1e-01,nan,nan
5.25,7.686e-01,nan,nan,3.224e-01,7.7e-03,4.311e+00,1.0e-01,nan,nan
5.75,7.429e-01,nan,nan,3.302e-01,7.2e-03,3.545e+00,9.8e-02,nan,nan
6.25,7.182e-01,nan,nan,3.300e-01,6.8e-03,2.424e+00,9.4e-02,nan,nan
6.75,6.942e-01,nan,nan,2.819e-01,6.3e-03,1.633e+00,9.1e-02,nan,nan
7.25,6.711e-01,nan,nan,2.092e-01,6.0e-03,1.394e+00,8.7e-02,nan,nan
7.75,6.487e-01,nan,nan,1.497e-01,5.5e-03,9.307e-01,8.5e-02,nan,nan
8.25,6.271e-01,nan,nan,1.080e-01,5.1e-03,3.454e-01,8.2e-02,nan,nan
8.75,6.061e-01,nan,nan,7.356e-02,4.6e-03,4.167e-01,8.1e-02,nan,nan
