r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
20.25,4.723e-01,nan,nan,1.048e+00,8.1e-02,8.912e-01,5.3e-02,0.000e+00,3.3e-05
20.75,4.607e-01,nan,nan,8.145e-01,7.8e-02,7.909e-01,5.3e-02,0.000e+00,3.2e-05
21.25,4.493e-01,nan,nan,6.372e-01,7.4e-02,7.127e-01,5.2e-02,0.000e+00,3.0e-05
21.75,4.383e-01,nan,nan,5.298e-01,7.2e-02,5.817e-01,5.1e-02,0.000e+00,3.1e-05
22.25,4.275e-01,nan,nan,4.328e-01,6.7e-02,5.066e-01,5.0e-02,0.000e+00,3.1e-05
22.75,4.170e-01,nan,nan,4.014e-01,6.5e-02,4.660e-01,4.9e-02,0.000e+00,3.1e-05
23.25,4.067e-01,nan,nan,3.508e-01,6.2e-02,4.135e-01,4.8e-02,0.000e+00,3.1e-05
23.75,3.967e-01,nan,nan,3.281e-01,5.9e-02,3.859e-01,4.8e-02,0.000e+00,3.2e-05
24.25,3.869e-01,nan,nan,2.782e-01,5.6e-02,3.416e-01,4.6e-02,0.000e+00,2.9e-05
24.75,3.774e-01,nan,nan,2.182e-01,5.2e-02,2.791e-01,4.6e-02,0.000e+00,2.8e-05
25.25,3.681e-01,nan,nan,1.835e-01,5.0e-02,2.872e-01,4.6e-02,0.000e+00,2.9e-05
