r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.303e+00,2.215e+01,3.1e-01,0.000e+00,1.1e-01,5.604e+03,9.9e-01,3.884e-03,1.3e-04
0.75,1.262e+00,3.952e-01,5.9e-02,0.000e+00,1.1e-01,2.184e+03,5.8e-01,2.001e-03,1.1e-04
1.25,1.222e+00,0.000e+00,5.5e-02,0.000e+00,1.1e-01,8.950e+02,4.5e-01,7.877e-04,9.0e-05
1.75,1.183e+00,0.000e+00,7.4e-02,0.000e+00,8.6e-02,3.517e+02,2.6e-01,0.000e+00,6.9e-05
2.25,1.145e+00,0.000e+00,1.3e-01,0.000e+00,7.7e-02,2.258e+02,2.3e-01,0.000e+00,6.5e-05
2.75,1.109e+00,0.000e+00,6.7e-01,0.000e+00,7.1e-02,1.578e+02,2.1e-01,0.000e+00,5.9e-05
3.25,1.074e+00,nan,nan,0.000e+00,6.5e-02,1.209e+02,1.9e-01,0.000e+00,5.2e-05
3.75,1.040e+00,nan,nan,0.000e+00,6.1e-02,1.005e+02,1.8e-01,0.000e+00,5.2e-05
4.25,1.007e+00,nan,nan,0.000e+00,5.8e-02,8.726e+01,1.7e-01,0.000e+00,4.6e-05
4.75,9.750e-01,nan,nan,0.000e+00,5.5e-02,7.515e+01,1.6e-01,0.000e+00,4.7e-05
5.25,9.441e-01,nan,nan,0.000e+00,5.3e-02,6.413e+01,1.5e-01,0.000e+00,4.3e-05
5.75,9.141e-01,nan,nan,0.000e+00,5.2e-02,5.184e+01,1.5e-01,0.000e+00,4.1e-05
6.25,8.852e-01,nan,nan,0.000e+00,4.9e-02,4.140e+01,1.4e-01,0.000e+00,3.9e-05
6.75,8.571e-01,nan,nan,0.000e+00,4.8e-02,3.221e+01,1.3e-01,0.000e+00,4.0e-05
7.25,8.299e-01,nan,nan,0.000e+00,4.7e-02,2.387e+01,1.3e-01,0.000e+00,3.9e-05
7.75,8.036e-01,nan,nan,0.000e+00,4.5e-02,1.909e+01,1.3e-01,0.000e+00,3.7e-05
8.25,7.781e-01,nan,nan,0.000e+00,4.4e-02,1.512e+01,1.2e-01,0.000e+00,3.9e-05
8.75,7.535e-01,nan,nan,0.000e+00,4.3e-02,1.292e+01,1.2e-01,0.000e+00,3.6e-05
9.25,7.296e-01,nan,nan,0.000e+00,4.1e-02,1.091e+01,1.2e-01,0.000e+00,3.6e-05
9.75,7.065e-01,nan,nan,0.000e+00,3.9e-02,9.113e+00,1.2e-01,0.000e+00,3.5e-05
10.25,6.841e-01,nan,nan,0.000e+00,3.9e-02,7.370e+00,1.2e-01,0.000e+00,3.5e-05
10.75,6.624e-01,nan,nan,0.000e+00,3.8e-02,6.118e+00,1.1e-01,0.000e+00,3.6e-05
11.25,6.414e-01,nan,nan,0.000e+00,3.6e-02,5.144e+00,1.1e-01,0.000e+00,3.7e-05
11.75,6.210e-01,nan,nan,0.000e+00,3.5e-02,4.291e+00,1.1e-01,0.000e+00,3.5e-05
12.25,6.014e-01,nan,nan,0.000e+00,3.4e-02,3.566e+00,1.0e-01,0.000e+00,3.0e-05
12.75,5.823e-01,nan,nan,0.000e+00,3.3e-02,3.417e+00,9.8e-02,0.000e+00,3.2e-05
