r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
18.25,9.407e-01,nan,nan,nan,nan,6.835e+00,9.4e-02,0.000e+00,3.0e-05
18.75,9.314e-01,nan,nan,nan,nan,5.716e+00,9.3e-02,0.000e+00,3.1e-05
19.25,9.222e-01,nan,nan,nan,nan,4.836e+00,9.4e-02,0.000e+00,2.9e-05
19.75,9.131e-01,nan,nan,nan,nan,4.172e+00,9.6e-02,0.000e+00,2.8e-05
20.25,9.041e-01,nan,nan,nan,nan,3.651e+00,9.6e-02,0.000e+00,2.5e-05
20.75,8.951e-01,nan,nan,nan,nan,3.411e+00,9.7e-02,0.000e+00,2.7e-05
21.25,8.863e-01,nan,nan,nan,nan,2.990e+00,1.0e-01,0.000e+00,2.6e-05
21.75,8.775e-01,nan,nan,nan,nan,2.854e+00,1.0e-01,0.000e+00,2.3e-05
22.25,8.689e-01,nan,nan,nan,nan,2.671e+00,1.2e-01,0.000e+00,2.2e-05
22.75,8.603e-01,nan,nan,nan,nan,2.255e+00,1.2e-01,0.000e+00,2.0e-05
23.25,8.518e-01,nan,nan,nan,nan,2.006e+00,1.3e-01,0.000e+00,2.3e-05
23.75,8.433e-01,nan,nan,nan,nan,1.875e+00,1.3e-01,0.000e+00,2.4e-05
24.25,8.350e-01,nan,nan,nan,nan,1.729e+00,1.3e-01,0.000e+00,2.1e-05
24.75,8.268e-01,nan,nan,nan,nan,1.624e+00,1.3e-01,0.000e+00,2.4e-05
25.25,8.186e-01,nan,nan,nan,nan,1.552e+00,1.3e-01,0.000e+00,2.5e-05
