r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.166e+00,4.955e+00,5.1e-01,9.209e+00,1.4e-01,4.524e+02,8.3e-01,6.320e-03,3.9e-04
0.75,1.134e+00,7.942e+00,3.0e-01,9.265e+00,1.4e-01,3.054e+02,4.8e-01,5.194e-03,2.5e-04
1.25,1.103e+00,5.322e+00,2.2e-01,9.382e+00,1.4e-01,2.002e+02,3.7e-01,3.714e-03,1.9e-04
1.75,1.072e+00,4.377e+00,1.7e-01,9.485e+00,1.4e-01,1.455e+02,3.1e-01,3.719e-03,1.8e-04
2.25,1.043e+00,4.318e+00,1.5e-01,9.618e+00,1.4e-01,1.127e+02,2.6e-01,3.546e-03,1.6e-04
2.75,1.014e+00,4.352e+00,1.3e-01,9.733e+00,1.4e-01,8.581e+01,2.4e-01,2.920e-03,1.6e-04
3.25,9.860e-01,3.131e+00,1.2e-01,9.864e+00,1.4e-01,6.042e+01,2.0e-01,3.113e-03,1.4e-04
3.75,9.588e-01,3.172e+00,1.1e-01,9.927e+00,1.4e-01,4.765e+01,1.8e-01,2.823e-03,1.3e-04
4.25,9.323e-01,3.104e+00,1.1e-01,9.988e+00,1.4e-01,3.744e+01,1.6e-01,2.865e-03,1.3e-04
4.75,9.066e-01,2.262e+00,1.1e-01,9.925e+00,1.3e-01,3.002e+01,1.4e-01,2.761e-03,1.3e-04
5.25,8.815e-01,1.685e+00,1.3e-01,9.863e+00,1.3e-01,2.262e+01,1.2e-01,2.754e-03,1.2e-04
5.75,8.572e-01,7.792e-01,1.6e-01,9.697e+00,1.3e-01,1.837e+01,1.1e-01,2.422e-03,1.2e-04
6.25,8.335e-01,0.000e+00,2.1e-01,9.559e+00,1.3e-01,1.458e+01,1.1e-01,1.880e-03,1.1e-04
6.75,8.105e-01,0.000e+00,3.4e-01,9.325e+00,1.2e-01,1.200e+01,1.1e-01,1.434e-03,1.1e-04
7.25,7.881e-01,0.000e+00,7.4e-01,9.135e+00,1.2e-01,9.464e+00,1.1e-01,1.159e-03,1.0e-04
7.75,7.664e-01,0.000e+00,4.0e+00,8.873e+00,1.1e-01,8.095e+00,1.1e-01,8.178e-04,9.8e-05
8.25,7.452e-01,nan,nan,8.669e+00,1.0e-01,6.101e+00,1.0e-01,0.000e+00,9.8e-05
8.75,7.247e-01,nan,nan,8.380e+00,1.0e-01,4.864e+00,1.0e-01,0.000e+00,9.7e-05
9.25,7.047e-01,nan,nan,8.096e+00,9.6e-02,3.548e+00,9.7e-02,0.000e+00,9.3e-05
9.75,6.852e-01,nan,nan,7.766e+00,9.1e-02,3.070e+00,9.5e-02,0.000e+00,8.7e-05
10.25,6.663e-01,nan,nan,7.359e+00,8.7e-02,2.643e+00,9.5e-02,0.000e+00,8.9e-05
10.75,6.479e-01,nan,nan,6.933e+00,8.3e-02,1.869e+00,9.4e-02,0.000e+00,8.8e-05
11.25,6.300e-01,nan,nan,6.480e+00,7.9e-02,1.431e+00,9.1e-02,0.000e+00,8.3e-05
11.75,6.126e-01,nan,nan,5.982e+00,7.6e-02,1.070e+00,8.8e-02,0.000e+00,8.2e-05
12.25,5.957e-01,nan,nan,5.488e+00,7.3e-02,8.085e-01,8.6e-02,0.000e+00,8.0e-05
12.75,5.793e-01,nan,nan,4.981e+00,7.1e-02,4.035e-01,8.6e-02,0.000e+00,8.2e-05
13.25,5.633e-01,nan,nan,4.533e+00,6.9e-02,4.147e-01,8.5e-02,0.000e+00,7.6e-05
13.75,5.477e-01,nan,nan,4.077e+00,6.7e-02,3.980e-01,8.6e-02,0.000e+00,6.4e-05
14.25,5.326e-01,nan,nan,3.662e+00,6.3e-02,0.000e+00,8.5e-02,0.000e+00,6.7e-05
14.75,5.179e-01,nan,nan,3.290e+00,6.2e-02,0.000e+00,8.5e-02,0.000e+00,6.7e-05
15.25,5.036e-01,nan,nan,2.947e+00,6.0e-02,0.000e+00,8.3e-02,0.000e+00,7.0e-05
