r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
10.25,9.996e-01,5.344e+00,2.7e-01,nan,nan,3.910e+01,1.1e-01,1.783e-03,3.1e-05
10.75,9.855e-01,3.972e+00,3.3e-01,nan,nan,3.668e+01,1.1e-01,1.522e-03,3.0e-05
11.25,9.716e-01,3.829e+00,4.1e-01,nan,nan,3.364e+01,1.0e-01,1.505e-03,2.9e-05
11.75,9.578e-01,0.000e+00,4.4e-01,nan,nan,2.970e+01,8.8e-02,2.086e-03,3.1e-05
12.25,9.443e-01,0.000e+00,5.6e-01,nan,nan,2.673e+01,8.3e-02,2.081e-03,3.0e-05
12.75,9.309e-01,7.607e+00,1.6e+00,nan,nan,2.360e+01,8.3e-02,1.883e-03,3.0e-05
13.25,9.177e-01,nan,nan,nan,nan,2.166e+01,8.5e-02,1.420e-03,2.9e-05
13.75,9.048e-01,nan,nan,nan,nan,2.089e+01,8.7e-02,1.214e-03,2.9e-05
14.25,8.920e-01,nan,nan,nan,nan,1.860e+01,8.1e-02,1.179e-03,3.0e-05
14.75,8.793e-01,nan,nan,nan,nan,1.715e+01,8.7e-02,8.066e-04,2.8e-05
15.25,8.669e-01,nan,nan,nan,nan,1.502e+01,8.5e-02,7.923e-04,2.7e-05
15.75,8.546e-01,nan,nan,nan,nan,1.381e+01,8.3e-02,8.592e-04,2.8e-05
16.25,8.425e-01,nan,nan,nan,nan,1.175e+01,7.8e-02,8.814e-04,2.9e-05
16.75,8.306e-01,nan,nan,nan,nan,1.062e+01,7.9e-02,7.587e-04,2.8e-05
17.25,8.189e-01,nan,nan,nan,nan,1.118e+01,8.6e-02,6.266e-04,2.7e-05
17.75,8.073e-01,nan,nan,nan,nan,1.036e+01,8.5e-02,5.667e-04,2.7e-05
18.25,7.959e-01,nan,nan,nan,nan,9.529e+00,8.1e-02,4.872e-04,2.6e-05
18.75,7.846e-01,nan,nan,nan,nan,8.977e+00,8.0e-02,4.126e-04,2.5e-05
19.25,7.735e-01,nan,nan,nan,nan,8.425e+00,7.8e-02,4.486e-04,2.6e-05
19.75,7.626e-01,nan,nan,nan,nan,7.349e+00,7.2e-02,4.840e-04,2.7e-05
20.25,7.518e-01,nan,nan,nan,nan,6.671e+00,7.3e-02,4.432e-04,2.6e-05
20.75,7.411e-01,nan,nan,nan,nan,5.704e+00,6.8e-02,4.443e-04,2.6e-05
21.25,7.307e-01,nan,nan,nan,nan,5.714e+00,6.8e-02,3.881e-04,2.6e-05
21.75,7.203e-01,nan,nan,nan,nan,4.320e+00,6.0e-02,4.471e-04,2.7e-05
22.25,7.101e-01,nan,nan,nan,nan,3.826e+00,5.6e-02,4.791e-04,2.6e-05
22.75,7.001e-01,nan,nan,nan,nan,3.557e+00,6.1e-02,3.304e-04,2.6e-05
23.25,6.902e-01,nan,nan,nan,nan,3.098e+00,5.7e-02,0.000e+00,2.5e-05
23.75,6.804e-01,nan,nan,nan,nan,3.017e+00,5.7e-02,0.000e+00,2.5e-05
24.25,6.708e-01,nan,nan,nan,nan,2.970e+00,5.7e-02,0.000e+00,2.4e-05
24.75,6.613e-01,nan,nan,nan,nan,2.549e+00,5.8e-02,0.000e+00,2.4e-05
25.25,6.519e-01,nan,nan,nan,nan,2.333e+00,5.7e-02,0.000e+00,2.4e-05
25.75,6.427e-01,nan,nan,nan,nan,2.454e+00,5.6e-02,0.000e+00,2.4e-05
26.25,6.336e-01,nan,nan,nan,nan,2.137e+00,5.5e-02,0.000e+00,2.4e-05
26.75,6.247e-01,nan,nan,nan,nan,1.846e+00,5.4e-02,0.000e+00,2.4e-05
27.25,6.158e-01,nan,nan,nan,nan,1.653e+00,5.2e-02,0.000e+00,2.4e-05
27.75,6.071e-01,nan,nan,nan,nan,1.856e+00,5.0e-02,0.000e+00,2.3e-05
28.25,5.985e-01,nan,nan,nan,nan,1.728e+00,4.8e-02,0.000e+00,2.1e-05
28.75,5.901e-01,nan,nan,nan,nan,1.412e+00,4.9e-02,0.000e+00,2.2e-05
29.25,5.817e-01,nan,nan,nan,nan,1.283e+00,4.9e-02,0.000e+00,2.1e-05
29.75,5.735e-01,nan,nan,nan,nan,1.341e+00,4.9e-02,0.000e+00,2.1e-05
30.25,5.654e-01,nan,nan,nan,nan,1.241e+00,4.9e-02,0.000e+00,2.1e-05
30.75,5.574e-01,nan,nan,nan,nan,1.249e+00,4.9e-02,0.000e+00,2.1e-05
31.25,5.495e-01,nan,nan,nan,nan,1.497e+00,4.9e-02,0.000e+00,2.0e-05
31.75,5.417e-01,nan,nan,nan,nan,1.254e+00,4.8e-02,0.000e+00,2.1e-05
32.25,5.341e-01,nan,nan,nan,nan,1.015e+00,4.8e-02,0.000e+00,2.0e-05
