r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
20.75,6.465e-01,nan,nan,nan,nan,3.505e+00,7.5e-02,3.155e-04,3.2e-05
21.25,6.352e-01,nan,nan,nan,nan,2.867e+00,6.6e-02,3.159e-04,3.2e-05
21.75,6.240e-01,nan,nan,nan,nan,2.519e+00,6.4e-02,3.071e-04,3.1e-05
22.25,6.131e-01,nan,nan,nan,nan,2.182e+00,6.4e-02,2.811e-04,3.1e-05
22.75,6.024e-01,nan,nan,nan,nan,1.858e+00,5.9e-02,2.478e-04,3.1e-05
23.25,5.919e-01,nan,nan,nan,nan,2.366e+00,8.0e-02,0.000e+00,3.0e-05
23.75,5.815e-01,nan,nan,nan,nan,2.188e+00,8.0e-02,0.000e+00,2.9e-05
24.25,5.713e-01,nan,nan,nan,nan,2.022e+00,8.0e-02,0.000e+00,2.9e-05
24.75,5.613e-01,nan,nan,nan,nan,1.969e+00,7.9e-02,0.000e+00,2.9e-05
25.25,5.515e-01,nan,nan,nan,nan,1.914e+00,7.9e-02,0.000e+00,2.9e-05
25.75,5.419e-01,nan,nan,nan,nan,1.799e+00,7.9e-02,0.000e+00,3.0e-05
26.25,5.324e-01,nan,nan,nan,nan,1.830e+00,7.8e-02,0.000e+00,2.8e-05
26.75,5.231e-01,nan,nan,nan,nan,1.690e+00,7.9e-02,0.000e+00,2.7e-05
27.25,5.139e-01,nan,nan,nan,nan,1.614e+00,7.8e-02,0.000e+00,2.7e-05
27.75,5.049e-01,nan,nan,nan,nan,1.518e+00,7.7e-02,0.000e+00,2.6e-05
