r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.164e+00,8.857e+00,3.9e-01,1.668e+00,2.4e-02,2.043e+02,6.3e-01,2.252e-03,1.0e-04
0.75,1.138e+00,4.900e+00,2.2e-01,1.680e+00,2.4e-02,1.639e+02,4.6e-01,2.112e-03,1.0e-04
1.25,1.112e+00,4.807e+00,1.7e-01,1.709e+00,2.4e-02,1.247e+02,3.6e-01,2.153e-03,1.0e-04
1.75,1.087e+00,5.077e+00,1.3e-01,1.757e+00,2.4e-02,9.601e+01,2.9e-01,1.997e-03,9.8e-05
2.25,1.062e+00,3.463e+00,1.2e-01,1.782e+00,2.3e-02,7.341e+01,2.7e-01,2.010e-03,1.1e-04
2.75,1.038e+00,3.114e+00,1.0e-01,1.813e+00,2.3e-02,6.022e+01,2.6e-01,1.990e-03,7.8e-05
3.25,1.015e+00,3.436e+00,9.4e-02,1.850e+00,2.3e-02,4.863e+01,2.2e-01,1.871e-03,9.3e-05
3.75,9.920e-01,2.458e+00,8.5e-02,1.885e+00,2.3e-02,3.977e+01,2.0e-01,1.615e-03,8.5e-05
4.25,9.696e-01,1.278e+00,7.4e-02,1.880e+00,2.3e-02,3.160e+01,1.9e-01,1.408e-03,7.1e-05
4.75,9.477e-01,1.109e+00,6.3e-02,1.890e+00,2.2e-02,2.675e+01,1.9e-01,1.182e-03,8.8e-05
5.25,9.263e-01,7.715e-01,5.6e-02,1.894e+00,2.2e-02,2.325e+01,1.8e-01,1.190e-03,6.6e-05
5.75,9.053e-01,5.084e-01,5.2e-02,1.897e+00,2.2e-02,1.957e+01,1.7e-01,9.259e-04,7.4e-05
6.25,8.849e-01,3.031e-01,6.0e-02,1.899e+00,2.2e-02,1.641e+01,1.7e-01,7.830e-04,7.4e-05
6.75,8.649e-01,0.000e+00,6.9e-02,1.909e+00,2.2e-02,1.399e+01,1.7e-01,7.030e-04,6.2e-05
7.25,8.453e-01,0.000e+00,8.6e-02,1.926e+00,2.1e-02,8.612e+00,1.2e-01,0.000e+00,7.0e-05
7.75,8.262e-01,0.000e+00,9.9e-02,1.963e+00,2.1e-02,7.324e+00,1.1e-01,0.000e+00,6.4e-05
8.25,8.075e-01,0.000e+00,1.1e-01,1.983e+00,2.1e-02,6.594e+00,1.1e-01,0.000e+00,6.3e-05
8.75,7.893e-01,0.000e+00,1.3e-01,1.998e+00,2.0e-02,5.921e+00,1.0e-01,0.000e+00,6.9e-05
9.25,7.714e-01,0.000e+00,1.6e-01,1.997e+00,2.0e-02,5.303e+00,9.5e-02,0.000e+00,6.0e-05
9.75,7.540e-01,0.000e+00,1.9e-01,1.988e+00,1.9e-02,5.130e+00,9.0e-02,0.000e+00,6.3e-05
10.25,7.369e-01,0.000e+00,2.3e-01,1.963e+00,1.9e-02,4.456e+00,8.5e-02,0.000e+00,6.0e-05
10.75,7.203e-01,0.000e+00,2.8e-01,1.918e+00,1.8e-02,3.888e+00,8.3e-02,0.000e+00,5.5e-05
11.25,7.040e-01,0.000e+00,3.5e-01,1.880e+00,1.8e-02,3.366e+00,8.0e-02,0.000e+00,6.1e-05
11.75,6.881e-01,0.000e+00,4.9e-01,1.832e+00,1.7e-02,2.841e+00,8.0e-02,0.000e+00,5.3e-05
12.25,6.725e-01,0.000e+00,6.7e-01,1.786e+00,1.7e-02,2.376e+00,8.1e-02,0.000e+00,5.4e-05
12.75,6.573e-01,0.000e+00,1.0e+00,1.754e+00,1.7e-02,2.084e+00,8.2e-02,0.000e+00,5.4e-05
13.25,6.425e-01,0.000e+00,4.2e+00,1.702e+00,1.6e-02,2.363e+00,8.2e-02,0.000e+00,5.0e-05
13.75,6.279e-01,nan,nan,1.656e+00,1.5e-02,2.343e+00,8.3e-02,0.000e+00,5.3e-05
14.25,6.138e-01,nan,nan,1.600e+00,1.5e-02,1.637e+00,8.2e-02,0.000e+00,4.9e-05
14.75,5.999e-01,nan,nan,1.548e+00,1.5e-02,1.390e+00,8.4e-02,0.000e+00,4.8e-05
15.25,5.863e-01,nan,nan,1.471e+00,1.4e-02,1.115e+00,8.0e-02,0.000e+00,5.0e-05
15.75,5.731e-01,nan,nan,1.403e+00,1.4e-02,8.956e-01,7.8e-02,0.000e+00,4.8e-05
16.25,5.601e-01,nan,nan,1.325e+00,1.4e-02,8.402e-01,7.6e-02,0.000e+00,4.8e-05
16.75,5.474e-01,nan,nan,1.251e+00,1.4e-02,7.787e-01,7.3e-02,0.000e+00,4.6e-05
17.25,5.351e-01,nan,nan,1.175e+00,1.3e-02,6.973e-01,7.0e-02,0.000e+00,4.5e-05
17.75,5.230e-01,nan,nan,1.104e+00,1.3e-02,7.083e-01,7.3e-02,0.000e+00,4.7e-05
18.25,5.111e-01,nan,nan,1.042e+00,1.3e-02,8.373e-01,7.2e-02,0.000e+00,3.9e-05
18.75,4.996e-01,nan,nan,9.611e-01,1.2e-02,6.414e-01,6.8e-02,0.000e+00,4.3e-05
19.25,4.883e-01,nan,nan,9.029e-01,1.2e-02,4.381e-01,6.8e-02,0.000e+00,4.4e-05
19.75,4.773e-01,nan,nan,8.413e-01,1.2e-02,3.332e-01,6.7e-02,0.000e+00,4.1e-05
