r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.330e+00,5.791e+01,1.3e+00,1.463e+00,3.4e-02,4.826e+03,1.0e+00,2.921e-02,8.8e-05
0.75,1.316e+00,1.036e+02,7.1e-01,1.468e+00,3.4e-02,1.874e+03,5.7e-01,2.667e-02,1.0e-04
1.25,1.301e+00,1.250e+01,4.6e-01,1.478e+00,3.4e-02,6.903e+02,4.4e-01,1.386e-02,8.7e-05
1.75,1.287e+00,3.077e+00,2.9e-01,1.495e+00,3.4e-02,4.280e+02,3.8e-01,3.022e-03,5.3e-05
2.25,1.272e+00,1.526e+00,1.5e-01,1.513e+00,3.4e-02,2.994e+02,3.3e-01,8.449e-04,3.6e-05
2.75,1.258e+00,2.245e+00,9.9e-02,1.537e+00,3.3e-02,2.212e+02,3.0e-01,4.121e-04,3.3e-05
3.25,1.244e+00,6.960e-01,8.4e-02,1.563e+00,3.3e-02,1.703e+02,2.8e-01,2.857e-04,3.2e-05
3.75,1.231e+00,0.000e+00,6.9e-02,1.586e+00,3.3e-02,1.359e+02,2.6e-01,3.485e-04,3.4e-05
4.25,1.217e+00,2.399e-01,6.7e-02,1.610e+00,3.2e-02,1.169e+02,2.4e-01,4.117e-04,3.7e-05
4.75,1.204e+00,6.802e-01,6.7e-02,1.640e+00,3.1e-02,1.092e+02,2.3e-01,5.713e-04,3.7e-05
5.25,1.190e+00,1.123e+00,7.3e-02,1.664e+00,3.1e-02,1.057e+02,2.2e-01,7.851e-04,4.0e-05
5.75,1.177e+00,2.370e+00,8.2e-02,1.683e+00,3.0e-02,1.058e+02,2.1e-01,1.069e-03,3.9e-05
6.25,1.164e+00,3.201e+00,9.0e-02,1.716e+00,2.9e-02,1.047e+02,2.0e-01,1.413e-03,4.1e-05
6.75,1.151e+00,4.296e+00,9.7e-02,1.718e+00,2.9e-02,1.020e+02,2.0e-01,1.820e-03,4.1e-05
7.25,1.139e+00,3.970e+00,1.1e-01,1.750e+00,2.9e-02,8.805e+01,1.9e-01,1.934e-03,4.5e-05
7.75,1.126e+00,3.709e+00,1.2e-01,1.773e+00,2.8e-02,6.827e+01,1.8e-01,1.687e-03,4.2e-05
8.25,1.114e+00,2.807e+00,1.1e-01,1.768e+00,2.8e-02,5.101e+01,1.7e-01,1.336e-03,4.2e-05
8.75,1.101e+00,1.960e+00,1.1e-01,1.794e+00,2.7e-02,3.918e+01,1.6e-01,9.898e-04,4.0e-05
9.25,1.089e+00,1.446e+00,1.1e-01,1.796e+00,2.7e-02,3.304e+01,1.6e-01,7.376e-04,3.9e-05
9.75,1.077e+00,8.986e-01,1.3e-01,1.813e+00,2.6e-02,2.789e+01,1.6e-01,5.216e-04,3.7e-05
10.25,1.065e+00,6.264e-01,1.7e-01,1.838e+00,2.6e-02,2.342e+01,1.6e-01,3.805e-04,3.4e-05
10.75,1.054e+00,0.000e+00,2.0e-01,1.836e+00,2.5e-02,1.934e+01,1.5e-01,2.214e-04,3.0e-05
11.25,1.042e+00,0.000e+00,2.3e-01,1.879e+00,2.5e-02,1.179e+01,1.0e-01,0.000e+00,2.7e-05
11.75,1.030e+00,0.000e+00,2.6e-01,1.891e+00,2.5e-02,1.056e+01,1.0e-01,0.000e+00,2.7e-05
12.25,1.019e+00,0.000e+00,3.1e-01,1.911e+00,2.4e-02,9.684e+00,1.0e-01,0.000e+00,2.6e-05
12.75,1.008e+00,0.000e+00,3.8e-01,1.960e+00,2.4e-02,8.896e+00,9.8e-02,0.000e+00,2.7e-05
13.25,9.966e-01,0.000e+00,4.7e-01,1.982e+00,2.3e-02,9.060e+00,9.6e-02,0.000e+00,2.6e-05
13.75,9.856e-01,0.000e+00,6.9e-01,2.020e+00,2.3e-02,8.583e+00,9.4e-02,0.000e+00,2.8e-05
14.25,9.747e-01,0.000e+00,1.6e+00,2.053e+00,2.3e-02,8.258e+00,9.2e-02,0.000e+00,2.6e-05
14.75,9.640e-01,nan,nan,2.102e+00,2.2e-02,7.591e+00,9.0e-02,0.000e+00,2.8e-05
15.25,9.533e-01,nan,nan,2.125e+00,2.2e-02,6.798e+00,9.0e-02,0.000e+00,2.8e-05
15.75,9.428e-01,nan,nan,2.181e+00,2.2e-02,6.346e+00,8.8e-02,0.000e+00,2.9e-05
16.25,9.324e-01,nan,nan,2.191e+00,2.2e-02,6.262e+00,8.7e-02,0.000e+00,3.0e-05
