r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
10.25,9.651e-01,3.794e+00,1.2e-01,nan,nan,3.223e+01,9.6e-02,9.364e-04,3.3e-05
10.75,9.497e-01,3.537e+00,1.5e-01,nan,nan,3.021e+01,9.7e-02,7.690e-04,3.0e-05
11.25,9.345e-01,3.497e+00,1.9e-01,nan,nan,3.059e+01,9.5e-02,7.787e-04,3.1e-05
11.75,9.196e-01,2.769e+00,2.2e-01,nan,nan,3.021e+01,9.4e-02,7.646e-04,3.0e-05
12.25,9.049e-01,0.000e+00,2.2e-01,nan,nan,2.924e+01,9.1e-02,7.784e-04,3.0e-05
12.75,8.905e-01,1.167e+00,2.5e-01,nan,nan,2.773e+01,8.9e-02,7.800e-04,3.1e-05
13.25,8.762e-01,2.835e+00,3.1e-01,nan,nan,2.576e+01,8.8e-02,7.670e-04,3.1e-05
13.75,8.622e-01,0.000e+00,4.7e-01,nan,nan,2.468e+01,8.5e-02,8.396e-04,3.2e-05
14.25,8.485e-01,0.000e+00,1.5e+00,nan,nan,2.227e+01,7.9e-02,9.771e-04,3.4e-05
14.75,8.349e-01,nan,nan,nan,nan,2.024e+01,7.3e-02,1.093e-03,3.5e-05
15.25,8.216e-01,nan,nan,nan,nan,1.797e+01,7.0e-02,1.089e-03,3.4e-05
15.75,8.085e-01,nan,nan,nan,nan,1.516e+01,7.0e-02,8.614e-04,3.3e-05
16.25,7.956e-01,nan,nan,nan,nan,1.278e+01,6.8e-02,7.456e-04,3.4e-05
16.75,7.829e-01,nan,nan,nan,nan,1.051e+01,6.7e-02,6.150e-04,3.2e-05
17.25,7.704e-01,nan,nan,nan,nan,1.036e+01,6.8e-02,4.632e-04,3.1e-05
17.75,7.581e-01,nan,nan,nan,nan,9.005e+00,7.0e-02,3.564e-04,3.0e-05
18.25,7.460e-01,nan,nan,nan,nan,7.957e+00,7.1e-02,2.916e-04,2.8e-05
18.75,7.341e-01,nan,nan,nan,nan,7.711e+00,7.0e-02,2.646e-04,2.8e-05
19.25,7.223e-01,nan,nan,nan,nan,7.013e+00,7.3e-02,1.895e-04,2.6e-05
19.75,7.108e-01,nan,nan,nan,nan,6.236e+00,7.3e-02,1.594e-04,2.4e-05
20.25,6.995e-01,nan,nan,nan,nan,5.430e+00,7.2e-02,1.430e-04,2.4e-05
20.75,6.883e-01,nan,nan,nan,nan,3.887e+00,5.3e-02,0.000e+00,2.3e-05
21.25,6.773e-01,nan,nan,nan,nan,3.652e+00,5.2e-02,0.000e+00,2.2e-05
21.75,6.665e-01,nan,nan,nan,nan,3.001e+00,5.2e-02,0.000e+00,2.3e-05
22.25,6.559e-01,nan,nan,nan,nan,2.402e+00,5.2e-02,0.000e+00,2.3e-05
22.75,6.454e-01,nan,nan,nan,nan,2.738e+00,6.5e-02,1.138e-04,2.4e-05
23.25,6.351e-01,nan,nan,nan,nan,2.118e+00,5.2e-02,0.000e+00,2.4e-05
23.75,6.249e-01,nan,nan,nan,nan,1.745e+00,5.1e-02,0.000e+00,2.5e-05
24.25,6.150e-01,nan,nan,nan,nan,1.594e+00,5.1e-02,0.000e+00,2.6e-05
24.75,6.051e-01,nan,nan,nan,nan,1.239e+00,5.0e-02,0.000e+00,2.4e-05
25.25,5.955e-01,nan,nan,nan,nan,1.055e+00,5.0e-02,0.000e+00,2.2e-05
25.75,5.860e-01,nan,nan,nan,nan,9.883e-01,4.9e-02,0.000e+00,2.2e-05
26.25,5.766e-01,nan,nan,nan,nan,9.289e-01,4.8e-02,0.000e+00,2.1e-05
26.75,5.674e-01,nan,nan,nan,nan,7.842e-01,4.8e-02,0.000e+00,2.0e-05
27.25,5.584e-01,nan,nan,nan,nan,7.254e-01,4.8e-02,0.000e+00,2.0e-05
27.75,5.494e-01,nan,nan,nan,nan,6.828e-01,4.7e-02,0.000e+00,1.9e-05
28.25,5.407e-01,nan,nan,nan,nan,6.109e-01,4.7e-02,0.000e+00,1.8e-05
28.75,5.320e-01,nan,nan,nan,nan,6.319e-01,4.8e-02,0.000e+00,1.7e-05
29.25,5.235e-01,nan,nan,nan,nan,5.875e-01,4.8e-02,0.000e+00,1.8e-05
29.75,5.152e-01,nan,nan,nan,nan,5.622e-01,4.8e-02,0.000e+00,1.9e-05
30.25,5.070e-01,nan,nan,nan,nan,4.750e-01,4.8e-02,0.000e+00,1.9e-05
30.75,4.989e-01,nan,nan,nan,nan,4.733e-01,4.8e-02,0.000e+00,1.8e-05
31.25,4.909e-01,nan,nan,nan,nan,5.045e-01,4.9e-02,0.000e+00,1.7e-05
