r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
11.25,7.583e-01,0.000e+00,5.5e-01,0.000e+00,1.5e-02,1.231e+01,6.9e-02,0.000e+00,2.2e-05
11.75,7.400e-01,0.000e+00,7.4e-01,0.000e+00,1.5e-02,1.093e+01,6.9e-02,0.000e+00,2.0e-05
12.25,7.222e-01,0.000e+00,1.1e+00,0.000e+00,1.4e-02,9.603e+00,6.8e-02,0.000e+00,1.9e-05
12.75,7.048e-01,0.000e+00,2.7e+00,0.000e+00,1.4e-02,8.345e+00,6.5e-02,0.000e+00,2.0e-05
13.25,6.878e-01,nan,nan,0.000e+00,1.4e-02,7.310e+00,6.3e-02,0.000e+00,1.8e-05
13.75,6.712e-01,nan,nan,0.000e+00,1.4e-02,6.230e+00,6.1e-02,0.000e+00,1.9e-05
14.25,6.550e-01,nan,nan,0.000e+00,1.3e-02,5.301e+00,6.0e-02,0.000e+00,1.9e-05
14.75,6.393e-01,nan,nan,0.000e+00,1.3e-02,4.788e+00,5.9e-02,0.000e+00,2.0e-05
15.25,6.238e-01,nan,nan,0.000e+00,1.3e-02,4.196e+00,5.9e-02,0.000e+00,1.8e-05
15.75,6.088e-01,nan,nan,0.000e+00,1.3e-02,3.687e+00,5.8e-02,0.000e+00,1.7e-05
16.25,5.941e-01,nan,nan,0.000e+00,1.3e-02,3.118e+00,5.7e-02,0.000e+00,1.7e-05
16.75,5.798e-01,nan,nan,0.000e+00,1.2e-02,2.682e+00,5.7e-02,0.000e+00,1.9e-05
17.25,5.659e-01,nan,nan,0.000e+00,1.2e-02,2.345e+00,5.6e-02,0.000e+00,1.9e-05
17.75,5.522e-01,nan,nan,0.000e+00,1.2e-02,2.009e+00,5.5e-02,0.000e+00,2.2e-05
18.25,5.389e-01,nan,nan,0.000e+00,1.2e-02,1.715e+00,5.5e-02,0.000e+00,2.3e-05
18.75,5.259e-01,nan,nan,0.000e+00,1.2e-02,1.568e+00,5.5e-02,0.000e+00,2.3e-05
19.25,5.133e-01,nan,nan,0.000e+00,1.2e-02,1.426e+00,5.3e-02,0.000e+00,1.8e-05
19.75,5.009e-01,nan,nan,0.000e+00,1.2e-02,1.261e+00,5.2e-02,0.000e+00,1.8e-05
20.25,4.888e-01,nan,nan,0.000e+00,1.1e-02,1.222e+00,5.2e-02,0.000e+00,1.8e-05
20.75,4.770e-01,nan,nan,0.000e+00,1.1e-02,1.125e+00,5.3e-02,0.000e+00,2.1e-05
21.25,4.655e-01,nan,nan,0.000e+00,1.1e-02,1.008e+00,5.3e-02,0.000e+00,2.2e-05
