r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.297e+00,3.541e+02,9.3e-01,0.000e+00,8.4e-02,2.872e+03,5.6e-01,2.620e-02,4.8e-05
0.75,1.266e+00,3.812e+01,5.0e-01,0.000e+00,8.7e-02,6.454e+02,3.1e-01,1.538e-02,5.2e-05
1.25,1.235e+00,1.613e+01,3.4e-01,2.950e-01,9.0e-02,3.892e+02,2.4e-01,9.676e-03,5.0e-05
1.75,1.205e+00,6.554e+00,2.3e-01,3.231e-01,8.9e-02,3.040e+02,2.4e-01,3.680e-03,4.3e-05
2.25,1.176e+00,3.568e+00,1.5e-01,2.756e-01,7.4e-02,2.210e+02,2.1e-01,8.761e-04,4.3e-05
2.75,1.148e+00,2.992e+00,1.1e-01,2.216e-01,6.4e-02,1.735e+02,1.9e-01,4.581e-04,4.0e-05
3.25,1.120e+00,2.010e+00,9.1e-02,0.000e+00,4.9e-02,1.450e+02,1.7e-01,2.627e-04,3.6e-05
3.75,1.093e+00,1.841e+00,9.4e-02,0.000e+00,4.5e-02,1.242e+02,1.6e-01,2.040e-04,3.5e-05
4.25,1.067e+00,6.034e-01,1.1e-01,0.000e+00,3.9e-02,1.081e+02,1.5e-01,1.742e-04,3.8e-05
4.75,1.041e+00,0.000e+00,1.2e-01,0.000e+00,3.4e-02,9.683e+01,1.5e-01,2.054e-04,3.3e-05
5.25,1.016e+00,0.000e+00,1.2e-01,0.000e+00,3.0e-02,8.343e+01,1.4e-01,1.502e-04,3.0e-05
5.75,9.916e-01,0.000e+00,1.3e-01,0.000e+00,2.7e-02,5.055e+01,9.2e-02,0.000e+00,3.0e-05
6.25,9.677e-01,0.000e+00,1.4e-01,0.000e+00,2.4e-02,4.535e+01,8.9e-02,0.000e+00,2.8e-05
6.75,9.444e-01,0.000e+00,1.5e-01,0.000e+00,2.0e-02,4.114e+01,8.6e-02,0.000e+00,2.5e-05
7.25,9.216e-01,0.000e+00,1.6e-01,0.000e+00,2.0e-02,3.693e+01,8.4e-02,0.000e+00,2.3e-05
7.75,8.994e-01,0.000e+00,1.8e-01,0.000e+00,1.9e-02,3.242e+01,8.2e-02,0.000e+00,2.5e-05
8.25,8.778e-01,0.000e+00,2.0e-01,0.000e+00,1.8e-02,2.841e+01,8.0e-02,0.000e+00,2.2e-05
8.75,8.566e-01,0.000e+00,2.3e-01,0.000e+00,1.7e-02,2.451e+01,7.8e-02,0.000e+00,2.1e-05
9.25,8.360e-01,0.000e+00,2.6e-01,0.000e+00,1.7e-02,2.076e+01,7.3e-02,0.000e+00,2.2e-05
9.75,8.158e-01,0.000e+00,3.1e-01,0.000e+00,1.6e-02,1.818e+01,7.2e-02,0.000e+00,2.2e-05
10.25,7.962e-01,0.000e+00,3.6e-01,0.000e+00,1.6e-02,1.547e+01,7.1e-02,0.000e+00,2.0e-05
10.75,7.770e-01,0.000e+00,4.3e-01,0.000e+00,1.5e-02,1.350e+01,7.0e-02,0.000e+00,1.9e-05
