r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.336e+00,5.149e+02,5.9e-01,6.804e+00,5.3e-01,6.548e+03,5.6e-01,7.392e-02,7.4e-05
0.75,1.315e+00,2.204e+02,3.4e-01,6.124e+00,5.4e-01,1.383e+03,3.3e-01,2.851e-02,6.7e-05
1.25,1.294e+00,3.443e+01,2.5e-01,5.407e+00,5.4e-01,6.651e+02,2.5e-01,1.899e-02,5.6e-05
1.75,1.274e+00,2.140e+01,1.9e-01,4.988e+00,5.2e-01,4.658e+02,2.1e-01,6.307e-03,4.8e-05
2.25,1.254e+00,2.494e+01,1.6e-01,4.710e+00,4.2e-01,3.634e+02,1.9e-01,5.256e-03,5.5e-05
2.75,1.234e+00,1.967e+01,1.4e-01,4.298e+00,3.8e-01,3.098e+02,1.7e-01,4.601e-03,4.1e-05
3.25,1.215e+00,1.918e+01,1.2e-01,4.133e+00,3.4e-01,2.907e+02,1.6e-01,3.670e-03,4.5e-05
3.75,1.196e+00,2.083e+01,1.1e-01,4.007e+00,3.1e-01,2.511e+02,1.5e-01,3.074e-03,3.9e-05
4.25,1.177e+00,1.764e+01,9.5e-02,3.666e+00,3.0e-01,2.209e+02,1.4e-01,3.058e-03,3.8e-05
4.75,1.158e+00,1.503e+01,8.5e-02,3.254e+00,2.7e-01,1.919e+02,1.3e-01,2.394e-03,3.4e-05
5.25,1.140e+00,9.744e+00,7.7e-02,2.669e+00,2.5e-01,1.582e+02,1.2e-01,1.977e-03,3.4e-05
5.75,1.122e+00,5.240e+00,7.1e-02,2.032e+00,2.3e-01,1.252e+02,1.2e-01,1.262e-03,2.9e-05
6.25,1.104e+00,3.288e+00,6.4e-02,1.597e+00,2.1e-01,9.925e+01,1.1e-01,7.416e-04,2.8e-05
6.75,1.087e+00,2.719e+00,5.7e-02,1.322e+00,1.9e-01,8.328e+01,1.1e-01,5.218e-04,2.5e-05
7.25,1.070e+00,1.584e+00,4.9e-02,1.069e+00,1.7e-01,7.312e+01,1.1e-01,3.423e-04,2.8e-05
7.75,1.053e+00,9.652e-01,4.4e-02,8.957e-01,1.6e-01,6.703e+01,1.0e-01,2.977e-04,2.5e-05
8.25,1.037e+00,8.151e-01,4.5e-02,7.299e-01,1.4e-01,6.384e+01,9.9e-02,2.442e-04,2.6e-05
8.75,1.020e+00,9.186e-01,4.6e-02,5.445e-01,1.4e-01,6.140e+01,9.6e-02,2.465e-04,2.5e-05
9.25,1.004e+00,9.023e-01,4.8e-02,4.652e-01,1.2e-01,5.801e+01,9.3e-02,2.209e-04,2.4e-05
9.75,9.884e-01,8.017e-01,5.2e-02,4.572e-01,1.1e-01,5.301e+01,9.1e-02,2.167e-04,2.5e-05
10.25,9.728e-01,8.940e-01,5.8e-02,4.561e-01,1.0e-01,4.799e+01,8.9e-02,2.147e-04,2.3e-05
10.75,9.575e-01,1.375e+00,6.7e-02,4.245e-01,9.7e-02,4.262e+01,8.7e-02,2.065e-04,2.6e-05
11.25,9.425e-01,1.163e+00,8.2e-02,4.022e-01,8.6e-02,3.718e+01,8.5e-02,1.979e-04,2.3e-05
11.75,9.276e-01,9.779e-01,9.8e-02,4.025e-01,8.0e-02,3.228e+01,8.3e-02,2.010e-04,2.5e-05
12.25,9.130e-01,4.682e-01,1.0e-01,3.875e-01,7.6e-02,2.836e+01,8.1e-02,1.674e-04,2.2e-05
12.75,8.987e-01,0.000e+00,1.2e-01,3.542e-01,6.9e-02,2.510e+01,8.0e-02,1.448e-04,2.5e-05
13.25,8.845e-01,0.000e+00,1.6e-01,2.996e-01,6.6e-02,2.214e+01,8.0e-02,1.379e-04,2.1e-05
13.75,8.706e-01,0.000e+00,2.4e-01,2.303e-01,6.2e-02,1.976e+01,7.8e-02,1.201e-04,2.4e-05
14.25,8.569e-01,0.000e+00,4.4e-01,0.000e+00,5.6e-02,1.261e+01,5.4e-02,0.000e+00,2.1e-05
14.75,8.434e-01,0.000e+00,nan,0.000e+00,5.3e-02,1.155e+01,5.3e-02,0.000e+00,2.1e-05
15.25,8.301e-01,nan,nan,0.000e+00,5.0e-02,1.067e+01,5.2e-02,0.000e+00,1.9e-05
