r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.269e+00,3.230e+02,9.7e-01,8.096e+00,1.0e+00,4.017e+03,3.6e-01,2.049e-01,2.2e-04
0.75,1.229e+00,2.435e+01,5.2e-01,6.294e+00,6.0e-01,7.076e+02,1.9e-01,5.210e-02,1.2e-04
1.25,1.189e+00,6.417e+00,3.2e-01,4.306e+00,4.1e-01,4.777e+02,2.3e-01,3.810e-03,5.8e-05
1.75,1.151e+00,9.992e-01,1.3e-01,3.888e+00,3.0e-01,2.768e+02,2.0e-01,1.079e-03,5.1e-05
2.25,1.114e+00,1.848e+00,1.0e-01,4.311e+00,2.5e-01,2.180e+02,1.7e-01,1.087e-03,5.8e-05
2.75,1.078e+00,5.284e+00,1.3e-01,5.678e+00,2.1e-01,2.056e+02,1.6e-01,1.714e-03,6.1e-05
3.25,1.044e+00,8.041e+00,1.4e-01,6.627e+00,1.9e-01,1.911e+02,1.4e-01,3.312e-03,6.9e-05
3.75,1.010e+00,8.326e+00,1.5e-01,6.719e+00,1.7e-01,1.452e+02,1.3e-01,2.913e-03,6.7e-05
4.25,9.779e-01,6.915e+00,1.7e-01,6.902e+00,1.6e-01,1.082e+02,1.2e-01,2.240e-03,6.2e-05
4.75,9.465e-01,5.579e+00,1.8e-01,7.390e+00,1.5e-01,8.061e+01,1.2e-01,1.767e-03,6.1e-05
5.25,9.162e-01,5.385e+00,2.1e-01,7.226e+00,1.4e-01,6.216e+01,1.1e-01,1.443e-03,5.8e-05
5.75,8.868e-01,5.220e+00,2.9e-01,6.800e+00,1.3e-01,5.676e+01,1.0e-01,1.171e-03,5.2e-05
6.25,8.583e-01,1.688e+00,3.3e-01,6.617e+00,1.2e-01,5.265e+01,1.0e-01,1.052e-03,5.2e-05
6.75,8.308e-01,0.000e+00,6.6e-01,6.518e+00,1.1e-01,4.562e+01,9.6e-02,9.611e-04,4.8e-05
7.25,8.041e-01,nan,nan,6.511e+00,1.1e-01,3.713e+01,9.1e-02,8.372e-04,4.7e-05
7.75,7.783e-01,nan,nan,6.431e+00,1.0e-01,3.019e+01,8.8e-02,6.593e-04,4.7e-05
8.25,7.534e-01,nan,nan,6.589e+00,9.6e-02,2.270e+01,8.3e-02,6.060e-04,4.7e-05
8.75,7.292e-01,nan,nan,6.703e+00,9.2e-02,1.705e+01,7.7e-02,5.432e-04,5.0e-05
9.25,7.058e-01,nan,nan,6.497e+00,8.8e-02,1.299e+01,7.6e-02,4.137e-04,4.8e-05
9.75,6.832e-01,nan,nan,6.303e+00,8.4e-02,9.506e+00,6.7e-02,4.141e-04,4.6e-05
10.25,6.612e-01,nan,nan,6.093e+00,8.1e-02,7.196e+00,6.1e-02,3.808e-04,4.7e-05
10.75,6.400e-01,nan,nan,5.810e+00,7.7e-02,5.535e+00,6.0e-02,3.144e-04,4.4e-05
11.25,6.195e-01,nan,nan,5.151e+00,7.4e-02,4.712e+00,6.3e-02,2.170e-04,4.1e-05
11.75,5.996e-01,nan,nan,4.555e+00,7.1e-02,3.190e+00,5.4e-02,0.000e+00,3.9e-05
12.25,5.804e-01,nan,nan,4.016e+00,6.9e-02,2.425e+00,5.5e-02,1.761e-04,3.8e-05
12.75,5.618e-01,nan,nan,3.437e+00,6.7e-02,1.653e+00,4.8e-02,1.527e-04,3.7e-05
13.25,5.437e-01,nan,nan,3.094e+00,6.4e-02,1.190e+00,4.3e-02,1.489e-04,3.6e-05
13.75,5.263e-01,nan,nan,2.761e+00,6.2e-02,8.646e-01,3.8e-02,1.480e-04,3.3e-05
14.25,5.094e-01,nan,nan,2.501e+00,5.9e-02,6.145e-01,3.4e-02,1.456e-04,3.3e-05
14.75,4.931e-01,nan,nan,2.385e+00,5.6e-02,5.042e-01,3.0e-02,1.337e-04,3.2e-05
15.25,4.773e-01,nan,nan,2.238e+00,5.4e-02,3.638e-01,2.8e-02,1.115e-04,3.2e-05
15.75,4.619e-01,nan,nan,2.092e+00,5.1e-02,5.775e-01,4.7e-02,0.000e+00,3.2e-05
