r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.320e+00,8.373e+01,4.6e-01,nan,nan,6.511e+03,1.1e+00,1.450e-02,1.3e-04
0.75,1.293e+00,1.624e+01,2.0e-01,nan,nan,2.540e+03,6.4e-01,6.928e-03,1.2e-04
1.25,1.267e+00,6.264e-01,8.1e-02,nan,nan,1.051e+03,5.3e-01,1.843e-03,7.9e-05
1.75,1.241e+00,0.000e+00,5.4e-02,nan,nan,5.837e+02,4.3e-01,4.889e-04,6.8e-05
2.25,1.216e+00,0.000e+00,7.6e-02,nan,nan,3.684e+02,3.7e-01,2.477e-04,5.5e-05
2.75,1.191e+00,0.000e+00,1.3e-01,nan,nan,1.765e+02,2.4e-01,0.000e+00,5.4e-05
3.25,1.167e+00,0.000e+00,3.7e-01,nan,nan,1.306e+02,2.4e-01,0.000e+00,4.6e-05
3.75,1.143e+00,nan,nan,nan,nan,9.897e+01,2.2e-01,0.000e+00,4.6e-05
4.25,1.119e+00,nan,nan,nan,nan,7.704e+01,2.1e-01,0.000e+00,4.2e-05
4.75,1.097e+00,nan,nan,nan,nan,6.260e+01,1.9e-01,0.000e+00,4.2e-05
5.25,1.074e+00,nan,nan,nan,nan,5.139e+01,1.9e-01,0.000e+00,4.2e-05
5.75,1.052e+00,nan,nan,nan,nan,4.350e+01,1.8e-01,0.000e+00,3.8e-05
6.25,1.031e+00,nan,nan,nan,nan,3.697e+01,1.9e-01,0.000e+00,3.7e-05
6.75,1.010e+00,nan,nan,nan,nan,3.231e+01,2.0e-01,0.000e+00,3.7e-05
7.25,9.891e-01,nan,nan,nan,nan,2.772e+01,1.9e-01,0.000e+00,3.7e-05
7.75,9.689e-01,nan,nan,nan,nan,2.313e+01,1.9e-01,0.000e+00,3.7e-05
8.25,9.491e-01,nan,nan,nan,nan,1.973e+01,1.8e-01,0.000e+00,3.5e-05
8.75,9.297e-01,nan,nan,nan,nan,1.706e+01,1.6e-01,0.000e+00,3.3e-05
9.25,9.107e-01,nan,nan,nan,nan,1.433e+01,1.6e-01,0.000e+00,3.3e-05
9.75,8.921e-01,nan,nan,nan,nan,1.244e+01,1.5e-01,0.000e+00,3.2e-05
10.25,8.739e-01,nan,nan,nan,nan,1.136e+01,1.5e-01,0.000e+00,3.0e-05
10.75,8.560e-01,nan,nan,nan,nan,1.031e+01,1.5e-01,0.000e+00,2.9e-05
11.25,8.386e-01,nan,nan,nan,nan,9.633e+00,1.5e-01,0.000e+00,3.0e-05
11.75,8.214e-01,nan,nan,nan,nan,8.230e+00,1.4e-01,0.000e+00,3.0e-05
12.25,8.047e-01,nan,nan,nan,nan,7.245e+00,1.4e-01,0.000e+00,3.1e-05
12.75,7.882e-01,nan,nan,nan,nan,6.447e+00,1.4e-01,0.000e+00,3.2e-05
13.25,7.721e-01,nan,nan,nan,nan,6.350e+00,1.3e-01,0.000e+00,3.2e-05
13.75,7.564e-01,nan,nan,nan,nan,5.516e+00,1.3e-01,0.000e+00,3.2e-05
14.25,7.409e-01,nan,nan,nan,nan,4.819e+00,1.3e-01,0.000e+00,2.8e-05
