r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.357e+00,7.856e+02,2.2e+00,nan,nan,1.994e+04,6.5e-01,4.579e-01,4.9e-05
0.75,1.350e+00,1.427e+03,1.3e+00,nan,nan,4.155e+03,2.8e-01,4.320e-01,5.8e-05
1.25,1.343e+00,6.289e+02,9.7e-01,nan,nan,1.181e+03,1.6e-01,3.849e-01,7.4e-05
1.75,1.336e+00,2.407e+02,7.3e-01,nan,nan,4.976e+02,1.4e-01,2.128e-01,5.9e-05
2.25,1.329e+00,1.371e+02,5.7e-01,nan,nan,3.433e+02,1.4e-01,6.901e-02,6.1e-05
2.75,1.322e+00,8.480e+01,4.6e-01,nan,nan,2.523e+02,1.3e-01,4.074e-02,4.7e-05
3.25,1.316e+00,4.336e+01,3.6e-01,nan,nan,2.357e+02,1.7e-01,1.495e-02,4.3e-05
3.75,1.309e+00,2.584e+01,2.7e-01,nan,nan,2.248e+02,2.1e-01,6.335e-03,4.7e-05
4.25,1.302e+00,2.193e+01,2.2e-01,nan,nan,1.731e+02,1.8e-01,5.827e-03,3.7e-05
4.75,1.295e+00,1.783e+01,1.8e-01,nan,nan,1.580e+02,1.9e-01,3.867e-03,4.2e-05
5.25,1.288e+00,7.005e+00,1.5e-01,nan,nan,1.311e+02,1.8e-01,3.812e-03,4.3e-05
5.75,1.282e+00,6.174e+00,1.5e-01,nan,nan,1.144e+02,1.7e-01,3.607e-03,4.1e-05
6.25,1.275e+00,8.138e+00,1.7e-01,nan,nan,1.124e+02,1.7e-01,3.015e-03,4.2e-05
6.75,1.268e+00,8.572e+00,1.7e-01,nan,nan,9.831e+01,1.6e-01,3.046e-03,3.9e-05
7.25,1.262e+00,6.640e+00,1.6e-01,nan,nan,9.303e+01,1.6e-01,2.896e-03,3.7e-05
7.75,1.255e+00,6.520e+00,1.6e-01,nan,nan,8.898e+01,1.5e-01,2.567e-03,3.8e-05
8.25,1.249e+00,5.728e+00,1.7e-01,nan,nan,7.864e+01,1.4e-01,2.740e-03,3.5e-05
8.75,1.242e+00,4.788e+00,1.7e-01,nan,nan,7.262e+01,1.3e-01,2.634e-03,3.6e-05
9.25,1.236e+00,3.697e+00,1.6e-01,nan,nan,6.776e+01,1.3e-01,2.743e-03,3.4e-05
9.75,1.229e+00,4.449e+00,1.6e-01,nan,nan,6.870e+01,1.2e-01,2.761e-03,3.5e-05
10.25,1.223e+00,4.260e+00,1.6e-01,nan,nan,6.470e+01,1.2e-01,2.814e-03,3.9e-05
10.75,1.217e+00,4.741e+00,1.5e-01,nan,nan,6.290e+01,1.2e-01,2.640e-03,3.3e-05
11.25,1.210e+00,4.518e+00,1.5e-01,nan,nan,6.156e+01,1.2e-01,2.588e-03,3.6e-05
11.75,1.204e+00,4.291e+00,1.6e-01,nan,nan,5.561e+01,1.1e-01,3.015e-03,3.9e-05
12.25,1.198e+00,6.756e+00,1.7e-01,nan,nan,5.569e+01,1.0e-01,3.253e-03,3.8e-05
12.75,1.192e+00,6.809e+00,1.8e-01,nan,nan,5.472e+01,9.9e-02,3.243e-03,3.9e-05
13.25,1.185e+00,8.006e+00,2.1e-01,nan,nan,4.910e+01,9.4e-02,3.372e-03,3.5e-05
13.75,1.179e+00,9.458e+00,2.2e-01,nan,nan,4.944e+01,9.4e-02,3.239e-03,3.5e-05
14.25,1.173e+00,1.262e+01,2.3e-01,nan,nan,5.093e+01,8.8e-02,3.879e-03,3.6e-05
14.75,1.167e+00,1.854e+01,2.5e-01,nan,nan,5.344e+01,8.7e-02,3.982e-03,3.5e-05
15.25,1.161e+00,8.787e+00,2.6e-01,nan,nan,4.682e+01,8.1e-02,4.328e-03,3.5e-05
15.75,1.155e+00,5.523e+00,2.7e-01,nan,nan,4.658e+01,8.3e-02,3.801e-03,3.5e-05
16.25,1.149e+00,4.492e+00,2.8e-01,nan,nan,3.732e+01,7.7e-02,3.787e-03,3.5e-05
16.75,1.143e+00,3.421e+00,2.9e-01,nan,nan,3.377e+01,7.7e-02,3.368e-03,3.6e-05
17.25,1.137e+00,2.453e+00,3.1e-01,nan,nan,3.242e+01,7.9e-02,2.814e-03,3.5e-05
17.75,1.131e+00,9.547e-01,3.1e-01,nan,nan,2.767e+01,7.8e-02,2.370e-03,3.5e-05
18.25,1.125e+00,0.000e+00,3.2e-01,nan,nan,2.360e+01,7.9e-02,1.857e-03,3.3e-05
18.75,1.119e+00,0.000e+00,4.2e-01,nan,nan,1.984e+01,7.7e-02,1.583e-03,3.3e-05
19.25,1.113e+00,0.000e+00,6.0e-01,nan,nan,1.797e+01,7.9e-02,1.273e-03,3.3e-05
19.75,1.108e+00,0.000e+00,2.1e+00,nan,nan,1.650e+01,7.8e-02,1.136e-03,3.1e-05
20.25,1.102e+00,nan,nan,nan,nan,1.482e+01,7.8e-02,9.616e-04,3.1e-05
20.75,1.096e+00,nan,nan,nan,nan,1.317e+01,7.7e-02,8.848e-04,3.1e-05
21.25,1.090e+00,nan,nan,nan,nan,1.186e+01,7.6e-02,7.749e-04,3.0e-05
21.75,1.085e+00,nan,nan,nan,nan,1.131e+01,7.6e-02,7.036e-04,3.0e-05
22.25,1.079e+00,nan,nan,nan,nan,1.124e+01,7.4e-02,7.050e-04,2.9e-05
22.75,1.074e+00,nan,nan,nan,nan,1.018e+01,7.0e-02,7.765e-04,3.1e-05
23.25,1.068e+00,nan,nan,nan,nan,9.387e+00,6.4e-02,9.041e-04,3.3e-05
23.75,1.062e+00,nan,nan,nan,nan,8.793e+00,6.2e-02,9.506e-04,3.2e-05
24.25,1.057e+00,nan,nan,nan,nan,7.659e+00,6.1e-02,8.327e-04,3.3e-05
24.75,1.051e+00,nan,nan,nan,nan,7.170e+00,6.3e-02,6.547e-04,3.0e-05
25.25,1.046e+00,nan,nan,nan,nan,7.162e+00,6.5e-02,5.339e-04,2.9e-05
25.75,1.040e+00,nan,nan,nan,nan,6.727e+00,6.4e-02,4.924e-04,2.9e-05
26.25,1.035e+00,nan,nan,nan,nan,6.476e+00,6.4e-02,4.507e-04,2.8e-05
26.75,1.030e+00,nan,nan,nan,nan,6.338e+00,6.6e-02,4.100e-04,2.8e-05
27.25,1.024e+00,nan,nan,nan,nan,6.278e+00,6.5e-02,4.338e-04,2.8e-05
27.75,1.019e+00,nan,nan,nan,nan,5.906e+00,6.3e-02,4.493e-04,2.9e-05
28.25,1.014e+00,nan,nan,nan,nan,5.716e+00,6.2e-02,4.291e-04,3.0e-05
28.75,1.008e+00,nan,nan,nan,nan,5.734e+00,6.4e-02,3.790e-04,2.7e-05
29.25,1.003e+00,nan,nan,nan,nan,5.323e+00,6.4e-02,3.628e-04,2.8e-05
29.75,9.980e-01,nan,nan,nan,nan,5.103e+00,6.2e-02,3.613e-04,2.7e-05
30.25,9.928e-01,nan,nan,nan,nan,4.726e+00,6.0e-02,3.237e-04,2.6e-05
30.75,9.876e-01,nan,nan,nan,nan,4.444e+00,6.1e-02,2.891e-04,2.7e-05
31.25,9.825e-01,nan,nan,nan,nan,4.378e+00,6.2e-02,2.307e-04,2.5e-05
31.75,9.774e-01,nan,nan,nan,nan,4.350e+00,6.3e-02,2.214e-04,2.5e-05
32.25,9.723e-01,nan,nan,nan,nan,4.028e+00,6.3e-02,1.997e-04,2.5e-05
32.75,9.672e-01,nan,nan,nan,nan,4.124e+00,6.6e-02,1.928e-04,2.3e-05
33.25,9.622e-01,nan,nan,nan,nan,3.872e+00,6.3e-02,1.923e-04,2.3e-05
33.75,9.572e-01,nan,nan,nan,nan,3.502e+00,6.1e-02,1.859e-04,2.4e-05
34.25,9.522e-01,nan,nan,nan,nan,3.560e+00,6.2e-02,1.773e-04,2.4e-05
34.75,9.473e-01,nan,nan,nan,nan,3.308e+00,6.0e-02,1.797e-04,2.5e-05
35.25,9.424e-01,nan,nan,nan,nan,3.143e+00,6.0e-02,1.703e-04,2.4e-05
35.75,9.375e-01,nan,nan,nan,nan,3.115e+00,6.1e-02,1.590e-04,2.2e-05
36.25,9.326e-01,nan,nan,nan,nan,3.293e+00,6.3e-02,1.395e-04,2.2e-05
36.75,9.277e-01,nan,nan,nan,nan,3.565e+00,6.9e-02,9.827e-05,2.0e-05
37.25,9.229e-01,nan,nan,nan,nan,3.145e+00,6.7e-02,9.247e-05,2.1e-05
37.75,9.181e-01,nan,nan,nan,nan,2.284e+00,5.2e-02,0.000e+00,2.0e-05
38.25,9.133e-01,nan,nan,nan,nan,2.157e+00,5.2e-02,0.000e+00,2.0e-05
38.75,9.086e-01,nan,nan,nan,nan,2.117e+00,5.1e-02,0.000e+00,2.2e-05
39.25,9.039e-01,nan,nan,nan,nan,2.035e+00,5.1e-02,0.000e+00,2.2e-05
39.75,8.992e-01,nan,nan,nan,nan,1.838e+00,5.1e-02,0.000e+00,2.3e-05
40.25,8.945e-01,nan,nan,nan,nan,1.823e+00,5.0e-02,1.008e-04,2.2e-05
40.75,8.898e-01,nan,nan,nan,nan,1.809e+00,5.1e-02,9.297e-05,2.1e-05
41.25,8.852e-01,nan,nan,nan,nan,1.871e+00,5.0e-02,0.000e+00,2.0e-05
