r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.326e+00,1.550e+03,1.7e+00,0.000e+00,2.1e-01,2.263e+03,9.4e-01,nan,nan
0.75,1.303e+00,3.727e+02,9.9e-01,0.000e+00,2.1e-01,1.016e+03,7.6e-01,nan,nan
1.25,1.281e+00,1.349e+02,7.4e-01,0.000e+00,2.3e-01,3.810e+02,5.2e-01,nan,nan
1.75,1.259e+00,4.700e+01,5.7e-01,0.000e+00,2.3e-01,1.784e+02,4.7e-01,nan,nan
2.25,1.237e+00,2.265e+01,4.4e-01,8.126e-01,2.3e-01,1.317e+02,4.2e-01,nan,nan
2.75,1.216e+00,1.564e+01,3.3e-01,1.590e+00,2.3e-01,1.058e+02,4.1e-01,nan,nan
3.25,1.195e+00,8.739e+00,2.5e-01,2.135e+00,2.2e-01,1.070e+02,4.3e-01,nan,nan
3.75,1.175e+00,9.244e+00,2.1e-01,2.757e+00,2.1e-01,9.379e+01,4.4e-01,nan,nan
4.25,1.155e+00,6.172e+00,1.7e-01,3.074e+00,2.1e-01,9.159e+01,4.4e-01,nan,nan
4.75,1.135e+00,5.108e+00,1.5e-01,3.473e+00,2.1e-01,7.038e+01,3.8e-01,nan,nan
5.25,1.115e+00,6.936e+00,1.4e-01,3.630e+00,2.0e-01,7.279e+01,4.0e-01,nan,nan
5.75,1.096e+00,5.650e+00,1.3e-01,3.784e+00,2.0e-01,6.058e+01,4.0e-01,nan,nan
6.25,1.077e+00,3.975e+00,1.3e-01,3.846e+00,2.0e-01,5.403e+01,3.6e-01,nan,nan
6.75,1.059e+00,3.874e+00,1.5e-01,3.790e+00,1.9e-01,4.416e+01,3.5e-01,nan,nan
7.25,1.041e+00,4.803e+00,1.7e-01,3.844e+00,1.9e-01,5.644e+01,4.0e-01,nan,nan
7.75,1.023e+00,3.847e+00,1.9e-01,3.675e+00,1.7e-01,4.486e+01,3.8e-01,nan,nan
8.25,1.005e+00,7.240e+00,1.9e-01,3.754e+00,1.6e-01,4.726e+01,3.9e-01,nan,nan
8.75,9.882e-01,1.009e+01,1.9e-01,3.737e+00,1.6e-01,4.184e+01,4.0e-01,nan,nan
9.25,9.712e-01,6.991e+00,2.0e-01,3.648e+00,1.4e-01,3.959e+01,3.7e-01,nan,nan
9.75,9.546e-01,5.791e+00,2.1e-01,3.672e+00,1.4e-01,4.086e+01,4.7e-01,nan,nan
10.25,9.382e-01,7.163e+00,2.1e-01,3.683e+00,1.4e-01,2.859e+01,5.8e-01,nan,nan
10.75,9.221e-01,8.314e+00,2.2e-01,3.623e+00,1.3e-01,1.185e+01,4.1e-01,nan,nan
11.25,9.063e-01,9.192e+00,2.2e-01,3.657e+00,1.3e-01,1.019e+01,4.5e-01,nan,nan
11.75,8.908e-01,8.755e+00,2.2e-01,3.476e+00,1.2e-01,1.293e+01,5.4e-01,nan,nan
12.25,8.755e-01,7.785e+00,2.3e-01,3.430e+00,1.2e-01,2.315e+01,5.3e-01,nan,nan
12.75,8.605e-01,8.485e+00,2.3e-01,3.252e+00,1.1e-01,2.011e+01,4.6e-01,nan,nan
13.25,8.458e-01,1.095e+01,2.4e-01,3.164e+00,1.1e-01,1.759e+01,4.2e-01,nan,nan
13.75,8.313e-01,9.617e+00,2.6e-01,2.806e+00,1.0e-01,1.199e+01,4.2e-01,nan,nan
14.25,8.170e-01,3.956e+00,2.5e-01,2.761e+00,1.0e-01,9.207e+00,3.6e-01,nan,nan
14.75,8.030e-01,1.001e+00,2.4e-01,2.405e+00,1.0e-01,8.364e+00,3.6e-01,nan,nan
15.25,7.893e-01,0.000e+00,2.3e-01,2.188e+00,9.7e-02,7.254e+00,3.6e-01,nan,nan
15.75,7.757e-01,0.000e+00,2.7e-01,1.944e+00,9.1e-02,6.670e+00,3.5e-01,nan,nan
16.25,7.624e-01,0.000e+00,3.5e-01,1.687e+00,9.2e-02,6.499e+00,4.0e-01,nan,nan
16.75,7.494e-01,0.000e+00,4.6e-01,1.454e+00,8.5e-02,5.656e+00,3.8e-01,nan,nan
17.25,7.365e-01,0.000e+00,8.0e-01,1.232e+00,8.3e-02,5.945e+00,4.3e-01,nan,nan
17.75,7.239e-01,0.000e+00,2.3e+00,1.036e+00,8.2e-02,4.817e+00,4.4e-01,nan,nan
18.25,7.115e-01,nan,nan,9.043e-01,7.8e-02,5.859e+00,5.4e-01,nan,nan
18.75,6.993e-01,nan,nan,7.386e-01,7.7e-02,3.283e+00,3.6e-01,nan,nan
19.25,6.873e-01,nan,nan,6.421e-01,7.4e-02,4.879e+00,5.2e-01,nan,nan
19.75,6.755e-01,nan,nan,5.532e-01,6.8e-02,4.761e+00,4.8e-01,nan,nan
20.25,6.640e-01,nan,nan,4.511e-01,6.4e-02,4.427e+00,4.4e-01,nan,nan
20.75,6.526e-01,nan,nan,4.148e-01,6.1e-02,3.485e+00,3.9e-01,nan,nan
21.25,6.414e-01,nan,nan,3.369e-01,5.7e-02,3.172e+00,3.2e-01,nan,nan
21.75,6.304e-01,nan,nan,2.977e-01,5.7e-02,2.604e+00,3.3e-01,nan,nan
