r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.162e+00,7.869e+01,4.2e-01,nan,nan,1.099e+03,4.2e-01,6.352e-02,6.1e-05
0.75,1.117e+00,1.389e+01,2.7e-01,nan,nan,5.625e+02,2.3e-01,5.345e-02,5.9e-05
1.25,1.074e+00,1.753e+01,2.1e-01,nan,nan,3.725e+02,1.8e-01,3.731e-02,5.7e-05
1.75,1.032e+00,1.919e+01,1.8e-01,nan,nan,2.489e+02,1.3e-01,4.044e-02,5.4e-05
2.25,9.925e-01,2.266e+01,1.7e-01,nan,nan,2.005e+02,1.2e-01,2.822e-02,4.5e-05
2.75,9.542e-01,2.314e+01,1.5e-01,nan,nan,1.537e+02,1.0e-01,2.534e-02,4.0e-05
3.25,9.174e-01,1.923e+01,1.4e-01,nan,nan,1.206e+02,9.7e-02,1.866e-02,4.4e-05
3.75,8.820e-01,1.020e+01,1.3e-01,nan,nan,6.806e+01,9.3e-02,1.088e-02,3.5e-05
4.25,8.479e-01,4.921e+00,1.1e-01,nan,nan,5.014e+01,1.0e-01,5.383e-03,3.2e-05
4.75,8.152e-01,2.477e+00,1.0e-01,nan,nan,3.538e+01,9.6e-02,3.463e-03,3.3e-05
5.25,7.838e-01,2.106e+00,9.9e-02,nan,nan,2.606e+01,9.2e-02,2.495e-03,2.8e-05
5.75,7.535e-01,1.752e+00,1.0e-01,nan,nan,2.273e+01,1.0e-01,1.140e-03,2.8e-05
6.25,7.244e-01,1.663e+00,1.1e-01,nan,nan,1.738e+01,1.0e-01,8.885e-04,2.9e-05
6.75,6.965e-01,1.320e+00,1.1e-01,nan,nan,1.326e+01,9.8e-02,6.171e-04,2.6e-05
7.25,6.696e-01,6.403e-01,1.1e-01,nan,nan,9.109e+00,9.0e-02,5.461e-04,2.7e-05
7.75,6.437e-01,0.000e+00,1.2e-01,nan,nan,7.696e+00,9.2e-02,3.486e-04,2.2e-05
8.25,6.189e-01,0.000e+00,1.3e-01,nan,nan,6.221e+00,8.9e-02,2.878e-04,2.2e-05
8.75,5.950e-01,0.000e+00,1.4e-01,nan,nan,5.024e+00,8.9e-02,2.343e-04,2.3e-05
9.25,5.720e-01,0.000e+00,1.7e-01,nan,nan,4.154e+00,8.8e-02,1.902e-04,2.2e-05
9.75,5.500e-01,0.000e+00,2.0e-01,nan,nan,3.593e+00,8.6e-02,1.536e-04,2.0e-05
10.25,5.287e-01,0.000e+00,2.6e-01,nan,nan,2.718e+00,7.4e-02,1.886e-04,2.3e-05
10.75,5.083e-01,0.000e+00,3.4e-01,nan,nan,2.165e+00,7.0e-02,1.646e-04,2.2e-05
11.25,4.887e-01,0.000e+00,4.5e-01,nan,nan,1.467e+00,5.7e-02,0.000e+00,2.0e-05
11.75,4.698e-01,0.000e+00,7.3e-01,nan,nan,1.265e+00,5.5e-02,0.000e+00,2.2e-05
12.25,4.517e-01,0.000e+00,1.2e+00,nan,nan,1.124e+00,5.4e-02,0.000e+00,1.8e-05
