r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.197e+00,4.200e+00,4.7e-01,nan,nan,9.711e+02,5.6e-01,3.769e-03,6.9e-05
0.75,1.149e+00,1.160e+01,2.8e-01,nan,nan,6.089e+02,3.4e-01,3.995e-03,6.7e-05
1.25,1.104e+00,1.216e+01,2.1e-01,nan,nan,4.156e+02,2.5e-01,4.250e-03,7.1e-05
1.75,1.060e+00,1.210e+01,1.7e-01,nan,nan,2.823e+02,2.2e-01,4.180e-03,5.5e-05
2.25,1.018e+00,1.022e+01,1.5e-01,nan,nan,1.971e+02,1.8e-01,3.582e-03,5.5e-05
2.75,9.772e-01,4.233e+00,1.2e-01,nan,nan,1.177e+02,1.7e-01,2.244e-03,4.8e-05
3.25,9.383e-01,1.590e+00,9.2e-02,nan,nan,6.844e+01,1.6e-01,1.122e-03,4.5e-05
3.75,9.010e-01,6.578e-01,6.9e-02,nan,nan,3.902e+01,1.5e-01,7.145e-04,4.4e-05
4.25,8.652e-01,0.000e+00,9.7e-02,nan,nan,2.388e+01,1.5e-01,6.083e-04,4.6e-05
4.75,8.309e-01,0.000e+00,1.4e-01,nan,nan,1.533e+01,1.4e-01,6.071e-04,4.9e-05
5.25,7.978e-01,0.000e+00,2.2e-01,nan,nan,9.711e+00,1.3e-01,6.086e-04,5.2e-05
5.75,7.661e-01,0.000e+00,4.6e-01,nan,nan,7.524e+00,1.1e-01,5.850e-04,5.1e-05
6.25,7.357e-01,0.000e+00,1.6e+00,nan,nan,5.681e+00,1.0e-01,5.411e-04,4.9e-05
6.75,7.065e-01,nan,nan,nan,nan,4.542e+00,9.6e-02,5.494e-04,4.9e-05
7.25,6.784e-01,nan,nan,nan,nan,4.429e+00,9.8e-02,5.306e-04,4.5e-05
7.75,6.514e-01,nan,nan,nan,nan,3.493e+00,8.2e-02,0.000e+00,4.5e-05
8.25,6.256e-01,nan,nan,nan,nan,3.321e+00,8.7e-02,4.051e-04,4.3e-05
8.75,6.007e-01,nan,nan,nan,nan,2.845e+00,7.7e-02,0.000e+00,4.3e-05
9.25,5.768e-01,nan,nan,nan,nan,2.634e+00,7.4e-02,0.000e+00,4.0e-05
9.75,5.539e-01,nan,nan,nan,nan,2.282e+00,7.1e-02,0.000e+00,4.0e-05
10.25,5.319e-01,nan,nan,nan,nan,1.926e+00,7.3e-02,0.000e+00,3.9e-05
10.75,5.108e-01,nan,nan,nan,nan,1.702e+00,7.4e-02,0.000e+00,3.8e-05
11.25,4.905e-01,nan,nan,nan,nan,1.604e+00,7.3e-02,0.000e+00,3.7e-05
11.75,4.710e-01,nan,nan,nan,nan,1.502e+00,6.8e-02,0.000e+00,3.6e-05
