r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.279e+00,9.475e+01,1.0e+00,nan,nan,6.199e+02,8.7e-01,nan,nan
0.75,1.252e+00,8.689e+01,6.1e-01,nan,nan,3.397e+02,4.8e-01,nan,nan
1.25,1.226e+00,5.535e+01,4.6e-01,nan,nan,1.988e+02,3.9e-01,nan,nan
1.75,1.200e+00,2.862e+01,3.5e-01,nan,nan,1.307e+02,3.5e-01,nan,nan
2.25,1.174e+00,1.696e+01,2.8e-01,nan,nan,9.920e+01,3.4e-01,nan,nan
2.75,1.149e+00,1.096e+01,2.3e-01,nan,nan,1.009e+02,3.8e-01,nan,nan
3.25,1.125e+00,1.290e+01,2.1e-01,nan,nan,9.742e+01,3.6e-01,nan,nan
3.75,1.101e+00,1.466e+01,1.9e-01,nan,nan,8.202e+01,2.8e-01,nan,nan
4.25,1.078e+00,9.686e+00,1.8e-01,nan,nan,6.224e+01,2.3e-01,nan,nan
4.75,1.055e+00,9.686e+00,1.7e-01,nan,nan,5.314e+01,2.1e-01,nan,nan
5.25,1.032e+00,9.637e+00,1.5e-01,nan,nan,4.596e+01,2.1e-01,nan,nan
5.75,1.011e+00,1.032e+01,1.4e-01,nan,nan,4.169e+01,1.9e-01,nan,nan
6.25,9.892e-01,6.415e+00,1.3e-01,nan,nan,3.126e+01,1.9e-01,nan,nan
6.75,9.682e-01,3.906e+00,1.2e-01,nan,nan,2.484e+01,2.0e-01,nan,nan
7.25,9.477e-01,1.952e+00,1.1e-01,nan,nan,2.118e+01,2.1e-01,nan,nan
7.75,9.276e-01,1.331e+00,1.4e-01,nan,nan,1.731e+01,2.4e-01,nan,nan
8.25,9.079e-01,1.142e+00,1.6e-01,nan,nan,1.537e+01,2.6e-01,nan,nan
8.75,8.887e-01,5.420e-01,1.8e-01,nan,nan,1.372e+01,2.8e-01,nan,nan
9.25,8.698e-01,0.000e+00,2.5e-01,nan,nan,1.256e+01,3.0e-01,nan,nan
9.75,8.514e-01,0.000e+00,3.1e-01,nan,nan,1.218e+01,3.3e-01,nan,nan
10.25,8.334e-01,0.000e+00,3.9e-01,nan,nan,1.128e+01,3.1e-01,nan,nan
10.75,8.157e-01,0.000e+00,5.3e-01,nan,nan,9.870e+00,3.0e-01,nan,nan
11.25,7.984e-01,0.000e+00,8.5e-01,nan,nan,9.424e+00,2.9e-01,nan,nan
11.75,7.815e-01,0.000e+00,2.0e+00,nan,nan,8.453e+00,2.9e-01,nan,nan
12.25,7.649e-01,nan,nan,nan,nan,7.239e+00,2.8e-01,nan,nan
12.75,7.487e-01,nan,nan,nan,nan,4.932e+00,2.4e-01,nan,nan
13.25,7.328e-01,nan,nan,nan,nan,3.615e+00,2.2e-01,nan,nan
13.75,7.173e-01,nan,nan,nan,nan,3.278e+00,2.2e-01,nan,nan
14.25,7.021e-01,nan,nan,nan,nan,3.193e+00,2.3e-01,nan,nan
14.75,6.872e-01,nan,nan,nan,nan,2.379e+00,2.0e-01,nan,nan
15.25,6.726e-01,nan,nan,nan,nan,1.587e+00,1.9e-01,nan,nan
15.75,6.584e-01,nan,nan,nan,nan,2.139e+00,2.7e-01,nan,nan
16.25,6.444e-01,nan,nan,nan,nan,1.972e+00,2.9e-01,nan,nan
16.75,6.308e-01,nan,nan,nan,nan,2.382e+00,2.7e-01,nan,nan
