r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.213e+00,1.098e+01,6.3e-01,0.000e+00,6.6e-01,6.084e+02,8.4e-01,2.704e-03,1.5e-04
0.75,1.173e+00,1.019e+01,3.4e-01,0.000e+00,6.2e-01,3.398e+02,4.8e-01,3.156e-03,1.4e-04
1.25,1.133e+00,1.053e+01,2.5e-01,0.000e+00,4.9e-01,2.275e+02,3.8e-01,2.902e-03,1.2e-04
1.75,1.095e+00,8.019e+00,2.0e-01,2.021e+00,4.0e-01,1.574e+02,3.2e-01,2.499e-03,1.0e-04
2.25,1.058e+00,8.403e+00,1.8e-01,2.627e+00,3.4e-01,1.294e+02,2.7e-01,2.515e-03,9.8e-05
2.75,1.023e+00,6.770e+00,1.5e-01,2.908e+00,3.0e-01,1.020e+02,2.4e-01,2.176e-03,8.4e-05
3.25,9.887e-01,5.818e+00,1.4e-01,3.054e+00,2.7e-01,8.631e+01,2.2e-01,1.881e-03,8.7e-05
3.75,9.556e-01,5.592e+00,1.4e-01,3.253e+00,2.4e-01,7.309e+01,2.1e-01,1.687e-03,7.7e-05
4.25,9.235e-01,4.903e+00,1.7e-01,3.699e+00,2.2e-01,5.887e+01,1.9e-01,1.622e-03,8.0e-05
4.75,8.925e-01,4.729e+00,2.2e-01,3.922e+00,2.1e-01,5.235e+01,1.8e-01,1.367e-03,6.8e-05
5.25,8.626e-01,5.841e+00,3.4e-01,3.834e+00,1.9e-01,4.565e+01,1.7e-01,1.162e-03,6.8e-05
5.75,8.337e-01,8.794e+00,6.2e-01,3.559e+00,1.8e-01,3.965e+01,1.7e-01,9.752e-04,6.6e-05
6.25,8.057e-01,0.000e+00,3.7e+00,3.186e+00,1.8e-01,3.337e+01,1.7e-01,6.707e-04,6.0e-05
6.75,7.787e-01,nan,nan,2.718e+00,1.6e-01,2.700e+01,1.6e-01,4.833e-04,5.9e-05
7.25,7.526e-01,nan,nan,2.068e+00,1.5e-01,2.019e+01,1.6e-01,3.226e-04,5.2e-05
7.75,7.274e-01,nan,nan,1.360e+00,1.4e-01,1.016e+01,1.1e-01,0.000e+00,4.6e-05
8.25,7.030e-01,nan,nan,7.872e-01,1.3e-01,7.666e+00,1.1e-01,0.000e+00,4.0e-05
8.75,6.794e-01,nan,nan,4.449e-01,1.3e-01,5.749e+00,1.0e-01,0.000e+00,3.7e-05
9.25,6.566e-01,nan,nan,0.000e+00,1.1e-01,4.628e+00,1.0e-01,0.000e+00,3.4e-05
9.75,6.346e-01,nan,nan,0.000e+00,1.0e-01,3.562e+00,1.0e-01,0.000e+00,3.0e-05
10.25,6.133e-01,nan,nan,0.000e+00,9.1e-02,2.878e+00,1.0e-01,0.000e+00,3.2e-05
10.75,5.928e-01,nan,nan,0.000e+00,8.0e-02,2.376e+00,1.0e-01,0.000e+00,3.1e-05
11.25,5.729e-01,nan,nan,0.000e+00,6.8e-02,1.742e+00,9.8e-02,0.000e+00,2.8e-05
11.75,5.537e-01,nan,nan,0.000e+00,5.3e-02,1.261e+00,9.5e-02,0.000e+00,3.2e-05
