r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.200e+00,1.312e+01,2.9e-01,nan,nan,3.138e+03,1.2e+00,1.041e-02,2.4e-04
0.75,1.160e+00,0.000e+00,8.1e-02,nan,nan,5.683e+02,6.7e-01,3.900e-03,2.1e-04
1.25,1.120e+00,0.000e+00,7.6e-02,nan,nan,2.849e+02,5.3e-01,8.344e-04,1.3e-04
1.75,1.082e+00,0.000e+00,8.6e-02,nan,nan,1.096e+02,3.1e-01,0.000e+00,1.1e-04
2.25,1.046e+00,0.000e+00,1.2e-01,nan,nan,6.392e+01,2.7e-01,0.000e+00,1.0e-04
2.75,1.010e+00,0.000e+00,2.1e-01,nan,nan,4.458e+01,2.5e-01,0.000e+00,9.4e-05
3.25,9.762e-01,0.000e+00,1.0e+00,nan,nan,3.455e+01,2.3e-01,0.000e+00,8.7e-05
3.75,9.432e-01,nan,nan,nan,nan,2.826e+01,2.2e-01,0.000e+00,8.1e-05
4.25,9.113e-01,nan,nan,nan,nan,2.183e+01,2.0e-01,0.000e+00,7.7e-05
4.75,8.805e-01,nan,nan,nan,nan,1.850e+01,1.9e-01,0.000e+00,7.0e-05
5.25,8.507e-01,nan,nan,nan,nan,1.623e+01,1.8e-01,0.000e+00,7.0e-05
5.75,8.219e-01,nan,nan,nan,nan,1.312e+01,1.7e-01,0.000e+00,6.0e-05
6.25,7.941e-01,nan,nan,nan,nan,1.001e+01,1.6e-01,0.000e+00,5.3e-05
6.75,7.672e-01,nan,nan,nan,nan,7.630e+00,1.6e-01,0.000e+00,6.4e-05
7.25,7.413e-01,nan,nan,nan,nan,6.229e+00,1.5e-01,0.000e+00,6.1e-05
7.75,7.162e-01,nan,nan,nan,nan,4.608e+00,1.5e-01,0.000e+00,6.0e-05
8.25,6.920e-01,nan,nan,nan,nan,3.652e+00,1.4e-01,0.000e+00,6.8e-05
8.75,6.686e-01,nan,nan,nan,nan,2.847e+00,1.4e-01,0.000e+00,5.4e-05
9.25,6.459e-01,nan,nan,nan,nan,2.397e+00,1.4e-01,0.000e+00,nan
9.75,6.241e-01,nan,nan,nan,nan,1.709e+00,1.3e-01,0.000e+00,5.5e-05
10.25,6.030e-01,nan,nan,nan,nan,1.445e+00,1.3e-01,0.000e+00,6.0e-05
