r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.348e+00,1.724e+02,8.9e-01,nan,nan,9.183e+03,4.2e-01,8.788e-02,2.5e-05
0.75,1.326e+00,8.844e+01,4.8e-01,nan,nan,2.991e+03,2.6e-01,3.540e-02,2.5e-05
1.25,1.304e+00,5.328e+01,3.1e-01,nan,nan,1.847e+03,2.3e-01,3.114e-02,2.4e-05
1.75,1.282e+00,2.957e+01,2.1e-01,nan,nan,1.055e+03,2.0e-01,1.410e-02,1.7e-05
2.25,1.261e+00,1.689e+01,1.5e-01,nan,nan,6.737e+02,1.7e-01,7.786e-03,1.5e-05
2.75,1.240e+00,1.181e+01,1.4e-01,nan,nan,4.832e+02,1.5e-01,5.126e-03,1.4e-05
3.25,1.219e+00,1.078e+01,1.5e-01,nan,nan,3.731e+02,1.4e-01,3.457e-03,1.3e-05
3.75,1.199e+00,7.437e+00,1.5e-01,nan,nan,2.918e+02,1.3e-01,2.189e-03,1.1e-05
4.25,1.179e+00,6.473e+00,1.5e-01,nan,nan,2.337e+02,1.3e-01,1.697e-03,1.1e-05
4.75,1.159e+00,4.908e+00,1.4e-01,nan,nan,1.892e+02,1.2e-01,1.216e-03,1.1e-05
5.25,1.140e+00,2.971e+00,1.3e-01,nan,nan,1.589e+02,1.2e-01,7.102e-04,9.4e-06
5.75,1.121e+00,2.306e+00,1.2e-01,nan,nan,1.361e+02,1.1e-01,3.941e-04,8.1e-06
6.25,1.102e+00,1.289e+00,1.1e-01,nan,nan,1.183e+02,1.1e-01,2.805e-04,7.5e-06
6.75,1.084e+00,7.607e-01,9.4e-02,nan,nan,1.049e+02,1.0e-01,2.032e-04,7.0e-06
7.25,1.066e+00,7.867e-01,8.9e-02,nan,nan,9.410e+01,9.8e-02,1.217e-04,6.0e-06
7.75,1.048e+00,8.925e-01,8.8e-02,nan,nan,8.169e+01,9.4e-02,8.521e-05,5.5e-06
8.25,1.031e+00,7.809e-01,9.0e-02,nan,nan,7.296e+01,9.0e-02,6.260e-05,5.3e-06
8.75,1.013e+00,4.824e-01,9.3e-02,nan,nan,6.577e+01,9.0e-02,5.159e-05,5.1e-06
9.25,9.965e-01,0.000e+00,1.0e-01,nan,nan,5.921e+01,8.6e-02,3.300e-05,4.6e-06
9.75,9.799e-01,0.000e+00,1.4e-01,nan,nan,3.690e+01,5.7e-02,0.000e+00,3.9e-06
10.25,9.636e-01,0.000e+00,2.6e-01,nan,nan,3.352e+01,5.8e-02,0.000e+00,nan
10.75,9.475e-01,nan,nan,nan,nan,2.966e+01,5.6e-02,0.000e+00,nan
11.25,9.317e-01,nan,nan,nan,nan,2.936e+01,5.5e-02,0.000e+00,nan
11.75,9.162e-01,nan,nan,nan,nan,2.379e+01,5.3e-02,0.000e+00,nan
12.25,9.010e-01,nan,nan,nan,nan,2.226e+01,5.3e-02,0.000e+00,nan
12.75,8.860e-01,nan,nan,nan,nan,1.952e+01,5.2e-02,0.000e+00,7.7e-06
13.25,8.712e-01,nan,nan,nan,nan,1.970e+01,5.0e-02,0.000e+00,nan
13.75,8.567e-01,nan,nan,nan,nan,1.500e+01,5.0e-02,0.000e+00,nan
14.25,8.424e-01,nan,nan,nan,nan,1.337e+01,4.8e-02,0.000e+00,nan
14.75,8.284e-01,nan,nan,nan,nan,1.198e+01,4.8e-02,0.000e+00,nan
15.25,8.146e-01,nan,nan,nan,nan,1.065e+01,4.7e-02,0.000e+00,nan
15.75,8.010e-01,nan,nan,nan,nan,9.338e+00,4.6e-02,0.000e+00,nan
16.25,7.877e-01,nan,nan,nan,nan,8.779e+00,4.5e-02,0.000e+00,5.3e-06
16.75,7.746e-01,nan,nan,nan,nan,7.754e+00,4.6e-02,0.000e+00,nan
17.25,7.616e-01,nan,nan,nan,nan,6.973e+00,4.4e-02,0.000e+00,nan
17.75,7.490e-01,nan,nan,nan,nan,6.524e+00,4.3e-02,0.000e+00,nan
18.25,7.365e-01,nan,nan,nan,nan,6.001e+00,4.3e-02,0.000e+00,nan
18.75,7.242e-01,nan,nan,nan,nan,5.260e+00,4.1e-02,0.000e+00,nan
19.25,7.122e-01,nan,nan,nan,nan,5.011e+00,4.1e-02,0.000e+00,nan
19.75,7.003e-01,nan,nan,nan,nan,4.408e+00,4.1e-02,0.000e+00,nan
20.25,6.886e-01,nan,nan,nan,nan,4.268e+00,4.0e-02,0.000e+00,nan
20.75,6.772e-01,nan,nan,nan,nan,4.195e+00,4.0e-02,0.000e+00,nan
