r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.184e+00,3.980e+02,6.9e-01,nan,nan,1.246e+03,4.1e-01,3.731e-01,2.8e-04
0.75,1.132e+00,7.677e+01,3.9e-01,nan,nan,1.901e+02,2.4e-01,1.823e-01,2.5e-04
1.25,1.083e+00,1.424e+01,2.9e-01,nan,nan,1.017e+02,1.9e-01,4.934e-02,1.7e-04
1.75,1.035e+00,8.230e+00,2.2e-01,nan,nan,1.075e+02,2.4e-01,9.435e-03,1.4e-04
2.25,9.903e-01,8.590e+00,1.6e-01,nan,nan,1.196e+02,2.8e-01,4.767e-03,1.5e-04
2.75,9.471e-01,6.246e+00,1.3e-01,nan,nan,1.046e+02,2.5e-01,4.798e-03,1.4e-04
3.25,9.059e-01,1.031e+01,1.3e-01,nan,nan,8.916e+01,2.1e-01,5.701e-03,1.4e-04
3.75,8.664e-01,1.261e+01,1.2e-01,nan,nan,8.737e+01,2.0e-01,5.609e-03,1.3e-04
4.25,8.286e-01,1.160e+01,1.2e-01,nan,nan,7.903e+01,1.9e-01,5.327e-03,1.3e-04
4.75,7.925e-01,6.535e+00,1.3e-01,nan,nan,6.204e+01,1.7e-01,4.194e-03,1.2e-04
5.25,7.579e-01,4.710e+00,1.4e-01,nan,nan,4.103e+01,1.5e-01,3.652e-03,1.1e-04
5.75,7.249e-01,4.551e+00,1.5e-01,nan,nan,2.874e+01,1.5e-01,2.710e-03,1.1e-04
6.25,6.933e-01,2.716e+00,1.7e-01,nan,nan,2.246e+01,1.5e-01,1.582e-03,9.7e-05
6.75,6.630e-01,2.186e+00,2.0e-01,nan,nan,1.975e+01,1.6e-01,1.022e-03,9.0e-05
7.25,6.341e-01,1.644e+00,2.7e-01,nan,nan,1.561e+01,1.6e-01,7.326e-04,8.6e-05
7.75,6.065e-01,0.000e+00,3.5e-01,nan,nan,1.246e+01,1.5e-01,5.431e-04,8.4e-05
8.25,5.800e-01,0.000e+00,5.0e-01,nan,nan,8.689e+00,1.5e-01,4.516e-04,8.0e-05
8.75,5.547e-01,0.000e+00,6.9e-01,nan,nan,7.074e+00,1.5e-01,3.846e-04,7.8e-05
9.25,5.306e-01,0.000e+00,9.9e-01,nan,nan,5.410e+00,1.3e-01,0.000e+00,7.7e-05
9.75,5.074e-01,0.000e+00,1.7e+00,nan,nan,4.552e+00,1.3e-01,0.000e+00,7.3e-05
10.25,4.853e-01,nan,nan,nan,nan,3.913e+00,1.3e-01,0.000e+00,7.4e-05
10.75,4.641e-01,nan,nan,nan,nan,2.874e+00,1.2e-01,0.000e+00,7.6e-05
11.25,4.439e-01,nan,nan,nan,nan,1.976e+00,1.2e-01,0.000e+00,7.1e-05
11.75,4.246e-01,nan,nan,nan,nan,1.391e+00,1.1e-01,0.000e+00,6.5e-05
12.25,4.060e-01,nan,nan,nan,nan,8.367e-01,1.1e-01,0.000e+00,6.0e-05
12.75,3.883e-01,nan,nan,nan,nan,5.638e-01,1.1e-01,0.000e+00,5.5e-05
13.25,3.714e-01,nan,nan,nan,nan,0.000e+00,1.1e-01,0.000e+00,5.2e-05
13.75,3.552e-01,nan,nan,nan,nan,0.000e+00,1.0e-01,0.000e+00,5.2e-05
