r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.320e+00,8.192e+01,7.7e-01,1.433e+00,3.2e-01,4.966e+03,8.8e-01,4.114e-03,9.0e-05
0.75,1.290e+00,8.400e+00,3.9e-01,1.228e+00,3.4e-01,1.239e+03,5.1e-01,2.416e-03,8.5e-05
1.25,1.261e+00,4.768e+00,2.0e-01,0.000e+00,3.0e-01,6.583e+02,3.9e-01,9.600e-04,7.8e-05
1.75,1.232e+00,3.581e+00,1.2e-01,8.636e-01,2.6e-01,4.309e+02,3.3e-01,5.320e-04,6.3e-05
2.25,1.204e+00,2.232e+00,9.3e-02,1.231e+00,2.2e-01,2.984e+02,2.9e-01,5.154e-04,6.2e-05
2.75,1.176e+00,2.557e+00,8.1e-02,1.380e+00,1.9e-01,2.243e+02,2.7e-01,6.281e-04,6.8e-05
3.25,1.149e+00,2.441e+00,7.7e-02,1.270e+00,1.7e-01,1.870e+02,2.5e-01,7.145e-04,6.9e-05
3.75,1.123e+00,2.512e+00,7.5e-02,1.256e+00,1.5e-01,1.627e+02,2.3e-01,7.599e-04,6.8e-05
4.25,1.098e+00,2.704e+00,7.8e-02,1.448e+00,1.4e-01,1.422e+02,2.1e-01,8.797e-04,6.6e-05
4.75,1.073e+00,3.618e+00,8.4e-02,1.847e+00,1.3e-01,1.285e+02,2.0e-01,1.082e-03,6.7e-05
5.25,1.048e+00,5.012e+00,9.1e-02,2.218e+00,1.2e-01,1.202e+02,1.9e-01,1.376e-03,6.6e-05
5.75,1.024e+00,8.034e+00,1.1e-01,2.483e+00,1.1e-01,1.142e+02,1.8e-01,1.614e-03,6.7e-05
6.25,1.001e+00,6.566e+00,1.2e-01,2.627e+00,1.1e-01,1.012e+02,1.8e-01,1.659e-03,6.8e-05
6.75,9.780e-01,5.935e+00,1.3e-01,2.676e+00,1.0e-01,8.740e+01,1.7e-01,1.368e-03,6.5e-05
7.25,9.557e-01,3.522e+00,1.4e-01,2.643e+00,9.8e-02,7.492e+01,1.6e-01,1.048e-03,6.0e-05
7.75,9.339e-01,4.896e+00,1.8e-01,2.619e+00,9.2e-02,6.772e+01,1.6e-01,8.413e-04,5.7e-05
8.25,9.126e-01,3.306e+00,2.3e-01,2.597e+00,8.8e-02,6.181e+01,1.6e-01,7.332e-04,5.7e-05
8.75,8.917e-01,4.194e+00,3.7e-01,2.579e+00,8.4e-02,5.683e+01,1.5e-01,6.613e-04,5.4e-05
9.25,8.714e-01,0.000e+00,1.2e+00,2.444e+00,8.0e-02,5.098e+01,1.5e-01,5.494e-04,5.6e-05
9.75,8.515e-01,nan,nan,2.218e+00,7.7e-02,4.469e+01,1.5e-01,4.663e-04,5.5e-05
10.25,8.321e-01,nan,nan,1.893e+00,7.4e-02,3.802e+01,1.4e-01,3.847e-04,5.2e-05
10.75,8.131e-01,nan,nan,1.525e+00,7.0e-02,3.138e+01,1.4e-01,3.080e-04,4.9e-05
11.25,7.946e-01,nan,nan,1.177e+00,6.7e-02,1.804e+01,9.9e-02,0.000e+00,4.6e-05
11.75,7.764e-01,nan,nan,9.304e-01,6.5e-02,1.471e+01,9.5e-02,0.000e+00,4.4e-05
12.25,7.587e-01,nan,nan,6.890e-01,6.3e-02,1.229e+01,9.3e-02,0.000e+00,4.2e-05
12.75,7.414e-01,nan,nan,4.766e-01,5.8e-02,1.015e+01,9.2e-02,0.000e+00,4.2e-05
13.25,7.245e-01,nan,nan,3.195e-01,5.5e-02,8.462e+00,8.8e-02,0.000e+00,4.0e-05
13.75,7.080e-01,nan,nan,2.352e-01,5.1e-02,6.984e+00,8.8e-02,0.000e+00,3.9e-05
14.25,6.918e-01,nan,nan,1.884e-01,4.8e-02,5.799e+00,8.6e-02,0.000e+00,3.7e-05
14.75,6.761e-01,nan,nan,1.587e-01,4.4e-02,4.908e+00,8.3e-02,0.000e+00,3.9e-05
15.25,6.606e-01,nan,nan,0.000e+00,3.9e-02,4.134e+00,8.2e-02,0.000e+00,3.9e-05
15.75,6.456e-01,nan,nan,0.000e+00,3.3e-02,3.616e+00,8.2e-02,0.000e+00,3.8e-05
16.25,6.308e-01,nan,nan,0.000e+00,2.9e-02,3.242e+00,8.2e-02,0.000e+00,3.7e-05
16.75,6.165e-01,nan,nan,0.000e+00,2.7e-02,2.867e+00,8.1e-02,0.000e+00,3.8e-05
17.25,6.024e-01,nan,nan,0.000e+00,2.5e-02,2.553e+00,7.9e-02,0.000e+00,3.8e-05
17.75,5.886e-01,nan,nan,0.000e+00,2.2e-02,2.296e+00,7.7e-02,0.000e+00,3.7e-05
18.25,5.752e-01,nan,nan,0.000e+00,2.0e-02,2.001e+00,7.5e-02,0.000e+00,3.8e-05
18.75,5.621e-01,nan,nan,0.000e+00,1.9e-02,1.730e+00,7.4e-02,0.000e+00,3.8e-05
19.25,5.493e-01,nan,nan,0.000e+00,1.8e-02,1.604e+00,7.5e-02,0.000e+00,3.7e-05
19.75,5.367e-01,nan,nan,0.000e+00,1.7e-02,1.452e+00,7.4e-02,0.000e+00,3.7e-05
