r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.328e+00,3.860e+02,1.1e+00,6.943e+00,7.7e-01,3.871e+03,6.2e-01,1.526e-01,2.4e-04
0.75,1.304e+00,2.921e+02,6.5e-01,6.762e+00,7.4e-01,1.435e+03,3.1e-01,1.018e-01,2.4e-04
1.25,1.279e+00,6.543e+01,4.8e-01,5.404e+00,5.4e-01,4.131e+02,2.4e-01,3.086e-02,1.3e-04
1.75,1.255e+00,2.564e+01,3.6e-01,4.793e+00,4.6e-01,3.350e+02,2.7e-01,7.300e-03,9.9e-05
2.25,1.232e+00,1.781e+01,2.8e-01,4.543e+00,3.8e-01,2.954e+02,2.7e-01,4.019e-03,9.4e-05
2.75,1.209e+00,1.518e+01,2.4e-01,4.042e+00,3.2e-01,2.556e+02,2.4e-01,3.741e-03,8.6e-05
3.25,1.186e+00,1.723e+01,2.2e-01,4.116e+00,2.9e-01,2.293e+02,2.2e-01,4.214e-03,8.8e-05
3.75,1.164e+00,1.513e+01,2.0e-01,4.473e+00,2.6e-01,1.992e+02,1.9e-01,5.627e-03,9.1e-05
4.25,1.142e+00,2.265e+01,1.9e-01,5.110e+00,2.3e-01,1.781e+02,1.6e-01,7.709e-03,9.6e-05
4.75,1.121e+00,3.081e+01,1.8e-01,5.864e+00,2.1e-01,1.760e+02,1.4e-01,9.710e-03,8.7e-05
5.25,1.100e+00,2.447e+01,1.7e-01,6.435e+00,1.9e-01,1.611e+02,1.3e-01,9.778e-03,8.7e-05
5.75,1.080e+00,1.702e+01,1.6e-01,6.540e+00,1.8e-01,1.379e+02,1.2e-01,8.008e-03,8.4e-05
6.25,1.059e+00,1.587e+01,1.5e-01,6.449e+00,1.7e-01,1.181e+02,1.2e-01,6.473e-03,8.1e-05
6.75,1.040e+00,1.296e+01,1.5e-01,6.287e+00,1.6e-01,1.041e+02,1.2e-01,5.397e-03,8.0e-05
7.25,1.020e+00,8.728e+00,1.5e-01,6.186e+00,1.5e-01,9.533e+01,1.2e-01,4.839e-03,7.8e-05
7.75,1.001e+00,1.149e+01,1.7e-01,6.315e+00,1.4e-01,8.651e+01,1.1e-01,4.205e-03,7.5e-05
8.25,9.825e-01,1.093e+01,1.8e-01,6.392e+00,1.3e-01,7.734e+01,1.1e-01,3.504e-03,7.0e-05
8.75,9.642e-01,1.010e+01,1.9e-01,6.570e+00,1.3e-01,7.114e+01,1.1e-01,3.054e-03,6.8e-05
9.25,9.462e-01,7.428e+00,2.2e-01,6.630e+00,1.2e-01,5.869e+01,1.0e-01,2.900e-03,6.7e-05
9.75,9.285e-01,1.073e+01,2.5e-01,6.558e+00,1.2e-01,5.522e+01,9.9e-02,2.767e-03,6.4e-05
10.25,9.112e-01,1.186e+01,2.7e-01,6.058e+00,1.1e-01,4.919e+01,9.8e-02,2.383e-03,6.2e-05
10.75,8.942e-01,6.898e+00,2.9e-01,5.763e+00,1.1e-01,4.490e+01,1.0e-01,1.870e-03,5.9e-05
11.25,8.775e-01,9.988e+00,3.4e-01,5.517e+00,1.0e-01,4.344e+01,1.0e-01,1.668e-03,5.9e-05
11.75,8.611e-01,9.085e+00,4.4e-01,5.121e+00,9.8e-02,3.956e+01,1.0e-01,1.560e-03,6.1e-05
12.25,8.450e-01,8.224e+00,5.9e-01,4.685e+00,9.7e-02,3.634e+01,9.8e-02,1.547e-03,6.0e-05
12.75,8.292e-01,1.441e+01,8.5e-01,4.053e+00,9.4e-02,3.483e+01,1.0e-01,1.263e-03,5.8e-05
13.25,8.138e-01,1.244e+01,1.0e+00,3.696e+00,9.0e-02,3.026e+01,1.1e-01,9.116e-04,5.2e-05
13.75,7.986e-01,9.163e+00,1.2e+00,3.303e+00,8.7e-02,2.719e+01,1.1e-01,6.342e-04,5.2e-05
14.25,7.837e-01,7.341e+00,1.3e+00,2.825e+00,8.4e-02,2.273e+01,1.1e-01,4.256e-04,4.7e-05
14.75,7.690e-01,0.000e+00,1.8e+00,2.372e+00,8.2e-02,1.914e+01,1.1e-01,3.517e-04,4.6e-05
15.25,7.547e-01,nan,nan,1.833e+00,7.9e-02,1.606e+01,1.1e-01,3.190e-04,4.4e-05
15.75,7.406e-01,nan,nan,1.339e+00,7.4e-02,1.471e+01,1.1e-01,2.585e-04,4.4e-05
16.25,7.268e-01,nan,nan,1.147e+00,7.1e-02,1.255e+01,1.1e-01,2.132e-04,4.2e-05
16.75,7.132e-01,nan,nan,1.034e+00,6.6e-02,7.757e+00,7.4e-02,0.000e+00,4.1e-05
17.25,6.999e-01,nan,nan,9.270e-01,6.4e-02,1.001e+01,1.0e-01,1.843e-04,4.0e-05
17.75,6.868e-01,nan,nan,8.096e-01,6.1e-02,6.181e+00,7.2e-02,0.000e+00,4.0e-05
18.25,6.740e-01,nan,nan,6.616e-01,5.5e-02,5.695e+00,7.1e-02,0.000e+00,3.9e-05
18.75,6.614e-01,nan,nan,5.124e-01,5.1e-02,5.104e+00,7.0e-02,0.000e+00,3.7e-05
19.25,6.491e-01,nan,nan,3.749e-01,4.7e-02,4.710e+00,6.8e-02,0.000e+00,3.6e-05
19.75,6.369e-01,nan,nan,2.775e-01,4.4e-02,4.292e+00,6.8e-02,0.000e+00,3.7e-05
20.25,6.250e-01,nan,nan,1.777e-01,4.1e-02,4.009e+00,6.7e-02,0.000e+00,3.4e-05
