r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.127e+00,7.820e+01,6.0e-01,7.210e+00,3.1e-01,1.446e+03,5.4e-01,9.454e-03,5.9e-05
0.75,1.088e+00,1.265e+01,3.5e-01,7.128e+00,3.1e-01,4.423e+02,3.1e-01,7.660e-03,7.1e-05
1.25,1.050e+00,9.351e+00,2.5e-01,7.103e+00,3.1e-01,2.596e+02,2.4e-01,6.365e-03,9.0e-05
1.75,1.013e+00,6.976e+00,1.9e-01,7.087e+00,3.0e-01,1.680e+02,2.0e-01,4.043e-03,9.0e-05
2.25,9.781e-01,5.155e+00,1.6e-01,7.015e+00,2.9e-01,1.044e+02,1.8e-01,3.476e-03,8.2e-05
2.75,9.440e-01,2.810e+00,1.2e-01,6.918e+00,2.8e-01,6.391e+01,1.6e-01,2.268e-03,7.6e-05
3.25,9.112e-01,1.462e+00,9.5e-02,6.788e+00,2.6e-01,4.324e+01,1.5e-01,1.349e-03,7.2e-05
3.75,8.794e-01,9.391e-01,7.1e-02,6.706e+00,2.2e-01,3.228e+01,1.4e-01,1.208e-03,6.8e-05
4.25,8.488e-01,1.152e+00,7.2e-02,6.577e+00,2.1e-01,2.441e+01,1.3e-01,8.788e-04,7.2e-05
4.75,8.193e-01,4.272e-01,8.1e-02,6.464e+00,1.9e-01,1.797e+01,1.2e-01,6.853e-04,6.7e-05
5.25,7.908e-01,0.000e+00,9.2e-02,6.397e+00,1.8e-01,1.331e+01,1.2e-01,5.194e-04,6.0e-05
5.75,7.632e-01,0.000e+00,1.0e-01,6.353e+00,1.7e-01,1.169e+01,1.1e-01,4.538e-04,6.4e-05
6.25,7.367e-01,0.000e+00,1.2e-01,6.327e+00,1.7e-01,6.222e+00,7.8e-02,0.000e+00,6.4e-05
6.75,7.110e-01,0.000e+00,1.3e-01,6.115e+00,1.6e-01,5.223e+00,7.7e-02,0.000e+00,6.0e-05
7.25,6.863e-01,0.000e+00,1.7e-01,5.673e+00,1.5e-01,4.185e+00,7.3e-02,0.000e+00,5.9e-05
7.75,6.624e-01,0.000e+00,2.2e-01,5.280e+00,1.4e-01,3.168e+00,6.9e-02,0.000e+00,6.2e-05
8.25,6.393e-01,0.000e+00,2.9e-01,4.852e+00,1.4e-01,2.419e+00,6.6e-02,0.000e+00,5.9e-05
8.75,6.171e-01,0.000e+00,5.3e-01,4.377e+00,1.4e-01,1.841e+00,6.5e-02,0.000e+00,5.3e-05
9.25,5.956e-01,0.000e+00,2.1e+00,3.774e+00,1.3e-01,1.243e+00,6.2e-02,0.000e+00,5.3e-05
9.75,5.749e-01,nan,nan,3.202e+00,1.3e-01,8.295e-01,6.1e-02,0.000e+00,4.9e-05
10.25,5.548e-01,nan,nan,2.621e+00,1.2e-01,6.611e-01,6.0e-02,0.000e+00,5.0e-05
