r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.121e+00,4.180e+01,3.3e-01,nan,nan,1.388e+03,8.9e-01,4.656e-03,1.0e-04
0.75,1.058e+00,1.333e+01,1.7e-01,nan,nan,6.949e+02,5.8e-01,2.874e-03,1.0e-04
1.25,9.992e-01,8.393e-01,1.1e-01,nan,nan,2.392e+02,4.2e-01,1.082e-03,9.5e-05
1.75,9.432e-01,3.306e-01,6.4e-02,nan,nan,9.612e+01,3.7e-01,4.585e-04,7.6e-05
2.25,8.903e-01,0.000e+00,7.4e-02,nan,nan,3.650e+01,2.3e-01,0.000e+00,5.5e-05
2.75,8.404e-01,0.000e+00,9.5e-02,nan,nan,2.250e+01,2.0e-01,0.000e+00,5.8e-05
3.25,7.933e-01,0.000e+00,1.2e-01,nan,nan,1.515e+01,1.9e-01,0.000e+00,5.1e-05
3.75,7.489e-01,0.000e+00,1.7e-01,nan,nan,1.100e+01,1.7e-01,0.000e+00,4.7e-05
4.25,7.069e-01,0.000e+00,2.6e-01,nan,nan,8.162e+00,1.6e-01,0.000e+00,4.7e-05
4.75,6.673e-01,0.000e+00,5.5e-01,nan,nan,6.183e+00,1.7e-01,0.000e+00,4.4e-05
5.25,6.299e-01,nan,nan,nan,nan,5.053e+00,1.5e-01,0.000e+00,4.1e-05
5.75,5.946e-01,nan,nan,nan,nan,3.760e+00,1.6e-01,0.000e+00,3.6e-05
6.25,5.613e-01,nan,nan,nan,nan,3.014e+00,1.6e-01,0.000e+00,3.6e-05
