r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.207e+00,1.489e+01,5.2e-01,nan,nan,6.926e+02,1.2e+00,nan,nan
0.75,1.160e+00,1.781e+01,2.9e-01,nan,nan,7.428e+02,7.5e-01,nan,nan
1.25,1.114e+00,1.009e+01,2.2e-01,nan,nan,5.495e+02,6.0e-01,nan,nan
1.75,1.070e+00,7.464e+00,1.8e-01,nan,nan,1.794e+02,3.8e-01,nan,nan
2.25,1.028e+00,7.770e+00,1.5e-01,nan,nan,9.569e+01,3.2e-01,nan,nan
2.75,9.869e-01,6.240e+00,1.4e-01,nan,nan,7.055e+01,2.9e-01,nan,nan
3.25,9.479e-01,6.053e+00,1.3e-01,nan,nan,5.398e+01,2.6e-01,nan,nan
3.75,9.105e-01,6.361e+00,1.2e-01,nan,nan,4.449e+01,2.6e-01,nan,nan
4.25,8.745e-01,4.902e+00,1.1e-01,nan,nan,3.721e+01,2.3e-01,nan,nan
4.75,8.399e-01,3.387e+00,1.0e-01,nan,nan,2.863e+01,2.2e-01,nan,nan
5.25,8.067e-01,1.598e+00,1.0e-01,nan,nan,2.286e+01,2.3e-01,nan,nan
5.75,7.748e-01,9.691e-01,1.1e-01,nan,nan,1.912e+01,2.4e-01,nan,nan
6.25,7.442e-01,5.155e-01,1.4e-01,nan,nan,1.448e+01,2.3e-01,nan,nan
6.75,7.148e-01,0.000e+00,1.9e-01,nan,nan,1.160e+01,2.3e-01,nan,nan
7.25,6.866e-01,0.000e+00,2.8e-01,nan,nan,9.549e+00,2.3e-01,nan,nan
7.75,6.594e-01,0.000e+00,4.3e-01,nan,nan,6.709e+00,2.5e-01,nan,nan
8.25,6.334e-01,0.000e+00,6.4e-01,nan,nan,5.277e+00,2.2e-01,nan,nan
8.75,6.083e-01,0.000e+00,9.9e-01,nan,nan,4.422e+00,2.2e-01,nan,nan
9.25,5.843e-01,0.000e+00,2.0e+00,nan,nan,3.305e+00,2.0e-01,nan,nan
9.75,5.612e-01,nan,nan,nan,nan,2.679e+00,1.9e-01,nan,nan
10.25,5.390e-01,nan,nan,nan,nan,2.345e+00,1.8e-01,nan,nan
10.75,5.177e-01,nan,nan,nan,nan,1.531e+00,1.8e-01,nan,nan
11.25,4.973e-01,nan,nan,nan,nan,1.252e+00,1.9e-01,nan,nan
11.75,4.776e-01,nan,nan,nan,nan,9.533e-01,1.9e-01,nan,nan
12.25,4.587e-01,nan,nan,nan,nan,1.069e+00,1.8e-01,nan,nan
12.75,4.406e-01,nan,nan,nan,nan,9.027e-01,1.7e-01,nan,nan
