r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.353e+00,1.546e+00,3.5e-01,9.437e+00,4.4e-01,9.037e+03,4.9e-01,6.127e-03,5.0e-05
0.75,1.335e+00,1.581e+01,2.1e-01,9.767e+00,4.4e-01,2.684e+03,2.8e-01,7.346e-03,5.8e-05
1.25,1.316e+00,2.918e+01,1.6e-01,1.034e+01,3.7e-01,1.693e+03,2.2e-01,8.883e-03,5.1e-05
1.75,1.298e+00,4.444e+01,1.3e-01,1.109e+01,3.3e-01,1.172e+03,1.8e-01,9.909e-03,5.3e-05
2.25,1.280e+00,3.836e+01,1.2e-01,1.226e+01,2.6e-01,8.112e+02,1.6e-01,1.012e-02,5.1e-05
2.75,1.262e+00,3.775e+01,1.0e-01,1.330e+01,2.2e-01,6.890e+02,1.5e-01,1.039e-02,4.3e-05
3.25,1.245e+00,3.373e+01,9.4e-02,1.388e+01,2.0e-01,5.942e+02,1.4e-01,1.030e-02,4.6e-05
3.75,1.227e+00,2.881e+01,8.6e-02,1.414e+01,1.9e-01,5.047e+02,1.3e-01,1.008e-02,4.5e-05
4.25,1.210e+00,2.754e+01,8.0e-02,1.435e+01,1.7e-01,4.254e+02,1.2e-01,9.283e-03,4.4e-05
4.75,1.194e+00,2.472e+01,7.5e-02,1.475e+01,1.6e-01,3.678e+02,1.1e-01,8.584e-03,4.4e-05
5.25,1.177e+00,2.258e+01,7.0e-02,1.565e+01,1.5e-01,3.194e+02,1.1e-01,7.747e-03,4.3e-05
5.75,1.161e+00,2.151e+01,6.6e-02,1.634e+01,1.5e-01,2.806e+02,1.0e-01,6.821e-03,4.1e-05
6.25,1.145e+00,1.794e+01,6.2e-02,1.646e+01,1.4e-01,2.482e+02,9.8e-02,6.190e-03,4.0e-05
6.75,1.129e+00,1.299e+01,5.9e-02,1.625e+01,1.4e-01,2.088e+02,9.4e-02,5.295e-03,3.9e-05
7.25,1.113e+00,9.546e+00,5.5e-02,1.605e+01,1.3e-01,1.716e+02,9.1e-02,3.975e-03,3.7e-05
7.75,1.098e+00,6.862e+00,5.2e-02,1.587e+01,1.3e-01,1.334e+02,8.8e-02,2.949e-03,3.6e-05
8.25,1.083e+00,4.116e+00,4.8e-02,1.533e+01,1.2e-01,1.066e+02,8.5e-02,1.931e-03,3.3e-05
8.75,1.068e+00,3.027e+00,4.6e-02,1.461e+01,1.2e-01,8.834e+01,8.3e-02,1.652e-03,3.5e-05
9.25,1.053e+00,2.118e+00,4.4e-02,1.416e+01,1.2e-01,7.589e+01,8.1e-02,1.357e-03,3.3e-05
9.75,1.038e+00,2.563e+00,4.8e-02,1.384e+01,1.1e-01,6.660e+01,7.8e-02,1.258e-03,3.2e-05
10.25,1.024e+00,1.775e+00,5.4e-02,1.382e+01,1.1e-01,5.839e+01,7.6e-02,1.139e-03,3.4e-05
10.75,1.010e+00,1.518e+00,4.8e-02,1.390e+01,1.1e-01,5.267e+01,7.5e-02,1.091e-03,3.5e-05
11.25,9.956e-01,1.618e+00,5.0e-02,1.406e+01,9.9e-02,4.904e+01,7.3e-02,1.180e-03,3.5e-05
11.75,9.818e-01,1.863e+00,5.6e-02,1.413e+01,9.4e-02,4.525e+01,7.1e-02,1.148e-03,3.5e-05
12.25,9.682e-01,2.016e+00,6.6e-02,1.438e+01,9.1e-02,4.067e+01,7.0e-02,1.024e-03,3.6e-05
12.75,9.548e-01,1.910e+00,8.3e-02,1.429e+01,9.1e-02,3.564e+01,6.8e-02,8.239e-04,3.4e-05
13.25,9.416e-01,1.196e+00,9.0e-02,1.396e+01,8.4e-02,3.189e+01,6.7e-02,6.908e-04,3.3e-05
13.75,9.285e-01,5.433e-01,9.4e-02,1.382e+01,8.1e-02,2.851e+01,6.6e-02,6.143e-04,3.2e-05
14.25,9.156e-01,8.172e-01,1.1e-01,1.336e+01,8.1e-02,2.606e+01,6.5e-02,4.980e-04,3.1e-05
14.75,9.029e-01,8.867e-01,1.4e-01,1.302e+01,7.9e-02,2.362e+01,6.4e-02,4.463e-04,3.1e-05
15.25,8.904e-01,6.005e-01,1.6e-01,1.254e+01,7.5e-02,2.188e+01,6.3e-02,4.024e-04,2.9e-05
15.75,8.781e-01,0.000e+00,2.3e-01,1.219e+01,7.4e-02,2.000e+01,6.2e-02,3.825e-04,3.0e-05
16.25,8.659e-01,0.000e+00,3.5e-01,1.152e+01,7.3e-02,1.889e+01,6.1e-02,3.462e-04,3.0e-05
16.75,8.539e-01,0.000e+00,1.2e+00,1.080e+01,7.0e-02,1.698e+01,6.0e-02,3.276e-04,2.9e-05
17.25,8.421e-01,nan,nan,9.880e+00,6.7e-02,1.550e+01,6.0e-02,2.850e-04,2.8e-05
17.75,8.304e-01,nan,nan,9.016e+00,6.8e-02,1.413e+01,5.9e-02,2.119e-04,2.6e-05
18.25,8.189e-01,nan,nan,8.186e+00,6.7e-02,1.317e+01,5.9e-02,1.556e-04,2.5e-05
18.75,8.075e-01,nan,nan,7.641e+00,6.4e-02,1.225e+01,5.8e-02,1.306e-04,2.5e-05
19.25,7.964e-01,nan,nan,7.005e+00,6.4e-02,1.134e+01,5.7e-02,1.407e-04,2.4e-05
19.75,7.853e-01,nan,nan,6.646e+00,6.4e-02,1.079e+01,5.8e-02,1.411e-04,2.4e-05
20.25,7.744e-01,nan,nan,6.446e+00,6.1e-02,1.013e+01,5.8e-02,1.357e-04,2.4e-05
20.75,7.637e-01,nan,nan,6.095e+00,6.1e-02,9.442e+00,5.6e-02,1.228e-04,2.3e-05
21.25,7.531e-01,nan,nan,5.765e+00,5.9e-02,8.793e+00,5.5e-02,1.070e-04,2.3e-05
21.75,7.427e-01,nan,nan,5.391e+00,5.8e-02,5.797e+00,3.8e-02,0.000e+00,2.3e-05
22.25,7.324e-01,nan,nan,5.117e+00,5.5e-02,5.490e+00,3.7e-02,0.000e+00,2.1e-05
22.75,7.222e-01,nan,nan,4.791e+00,5.5e-02,5.139e+00,3.7e-02,0.000e+00,2.2e-05
23.25,7.122e-01,nan,nan,4.455e+00,5.4e-02,4.770e+00,3.6e-02,0.000e+00,2.1e-05
23.75,7.023e-01,nan,nan,4.209e+00,5.2e-02,4.520e+00,3.6e-02,0.000e+00,2.0e-05
24.25,6.926e-01,nan,nan,3.962e+00,5.2e-02,4.223e+00,3.5e-02,0.000e+00,2.0e-05
