r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.272e+00,3.811e+01,6.9e-01,nan,nan,1.052e+03,7.5e-01,nan,nan
0.75,1.237e+00,1.705e+01,4.0e-01,nan,nan,6.665e+02,4.2e-01,nan,nan
1.25,1.202e+00,2.184e+01,3.1e-01,nan,nan,4.746e+02,3.2e-01,nan,nan
1.75,1.168e+00,1.593e+01,2.6e-01,nan,nan,3.499e+02,2.5e-01,nan,nan
2.25,1.135e+00,1.621e+01,2.3e-01,nan,nan,2.765e+02,2.1e-01,nan,nan
2.75,1.103e+00,1.912e+01,2.1e-01,nan,nan,2.297e+02,1.7e-01,nan,nan
3.25,1.072e+00,1.514e+01,2.0e-01,nan,nan,2.078e+02,1.4e-01,nan,nan
3.75,1.042e+00,2.627e+01,2.0e-01,nan,nan,2.006e+02,1.2e-01,nan,nan
4.25,1.013e+00,2.392e+01,1.9e-01,nan,nan,1.777e+02,1.2e-01,nan,nan
4.75,9.845e-01,2.059e+01,1.8e-01,nan,nan,1.417e+02,1.0e-01,nan,nan
5.25,9.569e-01,1.631e+01,1.8e-01,nan,nan,1.012e+02,9.7e-02,nan,nan
5.75,9.300e-01,1.582e+01,1.7e-01,nan,nan,8.167e+01,9.5e-02,nan,nan
6.25,9.039e-01,1.147e+01,1.6e-01,nan,nan,5.838e+01,8.8e-02,nan,nan
6.75,8.785e-01,7.329e+00,1.4e-01,nan,nan,4.358e+01,8.6e-02,nan,nan
7.25,8.538e-01,5.292e+00,1.3e-01,nan,nan,3.426e+01,8.6e-02,nan,nan
7.75,8.298e-01,3.876e+00,1.2e-01,nan,nan,2.535e+01,7.9e-02,nan,nan
8.25,8.065e-01,3.253e+00,1.1e-01,nan,nan,2.248e+01,8.2e-02,nan,nan
8.75,7.838e-01,2.615e+00,1.2e-01,nan,nan,1.973e+01,8.2e-02,nan,nan
9.25,7.618e-01,2.016e+00,1.3e-01,nan,nan,1.499e+01,8.4e-02,nan,nan
9.75,7.404e-01,1.490e+00,1.4e-01,nan,nan,1.235e+01,8.5e-02,nan,nan
10.25,7.196e-01,1.169e+00,1.4e-01,nan,nan,1.003e+01,8.6e-02,nan,nan
10.75,6.994e-01,9.781e-01,1.5e-01,nan,nan,8.063e+00,8.5e-02,nan,nan
11.25,6.797e-01,6.086e-01,1.7e-01,nan,nan,7.365e+00,9.0e-02,nan,nan
11.75,6.606e-01,5.906e-01,1.8e-01,nan,nan,5.944e+00,8.7e-02,nan,nan
12.25,6.420e-01,0.000e+00,1.9e-01,nan,nan,4.546e+00,8.7e-02,nan,nan
12.75,6.240e-01,0.000e+00,2.0e-01,nan,nan,3.550e+00,8.2e-02,nan,nan
13.25,6.065e-01,0.000e+00,2.3e-01,nan,nan,3.037e+00,8.3e-02,nan,nan
13.75,5.894e-01,0.000e+00,2.8e-01,nan,nan,2.521e+00,8.3e-02,nan,nan
14.25,5.729e-01,0.000e+00,3.2e-01,nan,nan,2.305e+00,8.4e-02,nan,nan
14.75,5.568e-01,0.000e+00,3.5e-01,nan,nan,1.883e+00,8.0e-02,nan,nan
15.25,5.411e-01,0.000e+00,4.0e-01,nan,nan,1.571e+00,7.7e-02,nan,nan
15.75,5.259e-01,0.000e+00,4.6e-01,nan,nan,1.320e+00,7.3e-02,nan,nan
16.25,5.111e-01,0.000e+00,5.2e-01,nan,nan,1.041e+00,6.8e-02,nan,nan
16.75,4.968e-01,0.000e+00,6.1e-01,nan,nan,9.596e-01,7.3e-02,nan,nan
17.25,4.828e-01,0.000e+00,7.1e-01,nan,nan,8.110e-01,7.6e-02,nan,nan
17.75,4.692e-01,0.000e+00,8.5e-01,nan,nan,7.345e-01,7.7e-02,nan,nan
