r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.079e+00,2.985e+00,2.1e-01,nan,nan,1.623e+02,6.0e-01,1.928e-03,1.1e-04
0.75,1.054e+00,2.339e+00,1.1e-01,nan,nan,1.016e+02,3.5e-01,1.662e-03,1.2e-04
1.25,1.029e+00,1.567e+00,8.0e-02,nan,nan,7.773e+01,2.7e-01,1.545e-03,1.3e-04
1.75,1.005e+00,9.919e-01,6.6e-02,nan,nan,6.235e+01,2.3e-01,1.560e-03,1.2e-04
2.25,9.810e-01,1.041e+00,5.8e-02,nan,nan,5.173e+01,2.0e-01,1.492e-03,9.3e-05
2.75,9.578e-01,9.231e-01,5.4e-02,nan,nan,4.609e+01,1.8e-01,1.401e-03,1.0e-04
3.25,9.352e-01,1.218e+00,5.3e-02,nan,nan,4.001e+01,1.7e-01,1.359e-03,8.5e-05
3.75,9.132e-01,1.013e+00,5.4e-02,nan,nan,3.434e+01,1.6e-01,1.375e-03,8.6e-05
4.25,8.916e-01,8.370e-01,5.7e-02,nan,nan,2.788e+01,1.4e-01,1.487e-03,8.3e-05
4.75,8.706e-01,6.069e-01,6.3e-02,nan,nan,2.245e+01,1.3e-01,1.305e-03,8.0e-05
5.25,8.501e-01,3.789e-01,7.5e-02,nan,nan,1.848e+01,1.3e-01,1.035e-03,7.6e-05
5.75,8.300e-01,2.532e-01,8.4e-02,nan,nan,1.539e+01,1.3e-01,7.618e-04,7.1e-05
6.25,8.105e-01,0.000e+00,1.0e-01,nan,nan,8.818e+00,8.4e-02,0.000e+00,6.8e-05
6.75,7.913e-01,0.000e+00,1.3e-01,nan,nan,7.401e+00,8.2e-02,0.000e+00,6.8e-05
7.25,7.727e-01,0.000e+00,1.7e-01,nan,nan,6.165e+00,8.0e-02,0.000e+00,7.1e-05
7.75,7.545e-01,0.000e+00,2.1e-01,nan,nan,5.467e+00,7.7e-02,0.000e+00,6.5e-05
8.25,7.367e-01,0.000e+00,3.0e-01,nan,nan,4.901e+00,7.7e-02,0.000e+00,6.6e-05
8.75,7.193e-01,0.000e+00,4.3e-01,nan,nan,4.016e+00,7.3e-02,0.000e+00,6.2e-05
9.25,7.023e-01,0.000e+00,8.3e-01,nan,nan,3.392e+00,7.0e-02,0.000e+00,6.2e-05
9.75,6.858e-01,nan,nan,nan,nan,2.903e+00,6.8e-02,0.000e+00,5.9e-05
10.25,6.696e-01,nan,nan,nan,nan,2.308e+00,6.6e-02,0.000e+00,6.1e-05
10.75,6.538e-01,nan,nan,nan,nan,1.879e+00,6.4e-02,0.000e+00,5.5e-05
11.25,6.384e-01,nan,nan,nan,nan,1.679e+00,6.3e-02,0.000e+00,5.6e-05
11.75,6.233e-01,nan,nan,nan,nan,1.591e+00,6.1e-02,0.000e+00,5.0e-05
12.25,6.086e-01,nan,nan,nan,nan,1.326e+00,6.0e-02,0.000e+00,5.0e-05
12.75,5.943e-01,nan,nan,nan,nan,9.997e-01,6.0e-02,0.000e+00,5.1e-05
13.25,5.803e-01,nan,nan,nan,nan,8.313e-01,5.9e-02,0.000e+00,5.0e-05
13.75,5.666e-01,nan,nan,nan,nan,6.220e-01,5.8e-02,0.000e+00,4.6e-05
14.25,5.532e-01,nan,nan,nan,nan,4.317e-01,5.7e-02,0.000e+00,4.5e-05
