r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
0.25,1.229e+00,1.999e+02,2.6e-01,1.341e+01,4.8e-01,4.532e+03,1.9e-01,4.332e-02,4.9e-05
0.75,1.154e+00,5.637e+01,1.5e-01,9.222e+00,2.7e-01,1.266e+03,1.1e-01,1.575e-02,3.5e-05
1.25,1.084e+00,4.420e+00,1.1e-01,4.482e+00,1.9e-01,5.845e+02,8.7e-02,4.199e-03,2.8e-05
1.75,1.019e+00,2.953e-01,8.7e-02,2.920e+00,1.3e-01,3.679e+02,7.3e-02,8.611e-04,1.9e-05
2.25,9.569e-01,7.200e-01,1.2e-01,2.267e+00,9.4e-02,2.400e+02,6.5e-02,3.902e-04,1.5e-05
2.75,8.989e-01,1.125e+00,1.1e-01,2.073e+00,7.4e-02,1.585e+02,5.9e-02,2.622e-04,1.3e-05
3.25,8.444e-01,0.000e+00,3.1e-01,2.229e+00,6.2e-02,1.081e+02,5.4e-02,1.757e-04,1.2e-05
3.75,7.933e-01,nan,nan,2.183e+00,5.3e-02,7.478e+01,5.0e-02,1.348e-04,1.1e-05
4.25,7.452e-01,nan,nan,1.912e+00,4.7e-02,4.835e+01,4.7e-02,8.938e-05,1.1e-05
4.75,7.000e-01,nan,nan,1.660e+00,4.5e-02,3.066e+01,4.5e-02,7.976e-05,1.0e-05
5.25,6.576e-01,nan,nan,1.638e+00,4.4e-02,2.002e+01,4.3e-02,5.159e-05,9.9e-06
5.75,6.178e-01,nan,nan,1.610e+00,4.1e-02,8.502e+00,2.9e-02,0.000e+00,9.8e-06
6.25,5.803e-01,nan,nan,1.539e+00,3.7e-02,7.035e+00,4.1e-02,4.138e-05,9.6e-06
6.75,5.451e-01,nan,nan,1.511e+00,3.4e-02,2.962e+00,2.7e-02,0.000e+00,9.7e-06
7.25,5.121e-01,nan,nan,1.558e+00,3.3e-02,1.817e+00,2.6e-02,0.000e+00,1.0e-05
7.75,4.811e-01,nan,nan,1.499e+00,3.1e-02,1.097e+00,2.5e-02,0.000e+00,1.0e-05
8.25,4.519e-01,nan,nan,1.513e+00,3.0e-02,6.706e-01,2.5e-02,0.000e+00,8.9e-06
8.75,4.245e-01,nan,nan,1.477e+00,2.9e-02,3.519e-01,2.4e-02,0.000e+00,8.3e-06
9.25,3.988e-01,nan,nan,1.373e+00,2.8e-02,1.747e-01,2.4e-02,0.000e+00,8.0e-06
9.75,3.746e-01,nan,nan,1.427e+00,2.7e-02,1.533e-01,2.3e-02,0.000e+00,8.2e-06
10.25,3.519e-01,nan,nan,1.343e+00,2.6e-02,1.666e-01,2.4e-02,0.000e+00,9.1e-06
