x, y
0.49456049178007394, 2.2131903347144295
1.492326046953673, 1.4899700117974708
2.5067741087497217, 1.7020769404915792
3.4822457687096837, 2.0174469119707124
4.499878672679109, 2.7718324433498207
5.519786463915232, 3.4283466361869332
6.517248700786605, 4.636274184630353
7.506976320951206, 5.776774721833715
8.507168422542616, 9.02796098562143
9.518734960467514, 10.532171249605534
10.49299334721857, 10.496721607540625
11.521242391765918, 10.704213420466889
12.506116919094897, 9.81675704480487
13.519958344286493, 7.579888198722925
14.514235738984489, 5.715458337653212
15.507451519624693, 4.0225434068609225
16.52189958142074, 2.871574549263923
17.514053748003153, 2.0572590423435737
18.534871494145957, 1.4948062226302439
19.537035164701837, 1.1457643443475625
20.51068691484844, 0.8965528855335667
21.51315390370655, 0.7165392150142629
22.52729864720037, 0.5737764906399923
23.516267971609405, 0.468432593529619
24.52480132651204, 0.38605184042135854
25.522870199987864, 0.3274997428067265
26.538379875841706, 0.27862962756285403
27.53735870422421, 0.23889032816656375
28.53224273552666, 0.21646846229036637
29.49815986896649, 0.18345065921532064
30.508513133682484, 0.14533609226990676
